This file was gnenerated on 2021-06-21 21:36:52.517902 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   16.6184
   1   20.6204
   2   17.6098
   3   16.7502
   4   13.4723
   5   16.9766
   6   12.3114
   7   56.5661
   8   82.0954
   9   95.2584
  10   78.8048
  11   57.3284
  12   64.236
  13   75.8576
  14   84.4668
  15  112.721
  16  316.849
  17  403.691
  18  384.984
  19  357.553
  20  488.211
  21  428.631
  22  450.469
  23  438.706
  24  741.702
  25  741.723
  26  743.418
  27  775.067
  28  857.701
  29  828.898
  30  766.204
  31  767.088
  32  714.668
  33  775.885
  34  712.586
  35  703.388
  36  786.236
  37  795.872
  38  724.002
  39  800.615
  40  257.769
  41  292.664
  42  327.593
  43  365.457
  44  438.422
  45  394.198
  46  385.272
  47  488.624
  48   35.8755
  49   78.788
  50   69.0643
  51   40.6013
  52   77.7927
  53   92.3325
  54   90.3195
  55   92.9794
  56   17.3524
  57   13.229
  58   12.9861
  59   16.3733
  60   21.4827
  61   10.9119
  62   23.8233
  63   52.0426
