This file was gnenerated on 2021-02-06 15:46:34.441962 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0   4109.49
   1   7134.46
   2   7267.06
   3   4957.02
   4   1228.18
   5    536.263
   6    297.11
   7    205.259
   8   7261.78
   9  17072
  10  21617
  11  20759.1
  12  13356.5
  13   4225.45
  14   1336.33
  15    688.003
  16   8018.9
  17  19046.8
  18  26646.1
  19  30790.6
  20  28281.8
  21  20851.4
  22   8251.46
  23   2778.53
  24   8468.45
  25  20195.8
  26  28665.7
  27  33356.3
  28  34636.8
  29  30868.7
  30  24061.3
  31  11272.1
  32   4677.08
  33  18867.7
  34  28742.6
  35  32795.2
  36  34967.4
  37  32033.8
  38  29367.7
  39  22378.5
  40   1934.65
  41   8094.45
  42  21569.4
  43  31983
  44  33738.3
  45  30570.3
  46  27639.8
  47  23242
  48   1059.55
  49   2740.78
  50   7986.23
  51  20738.9
  52  29119.1
  53  30592.5
  54  27294.8
  55  20958.2
  56    527.707
  57   1443.06
  58   2927.14
  59   6841.52
  60  15054.6
  61  23234.3
  62  24514.9
  63  18610.8
