This file was gnenerated on 2021-02-06 14:42:09.884899 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   2545.22
   1   4206.71
   2   4006.19
   3   3848.44
   4   4202.78
   5   4183.81
   6   4204.09
   7   3402.87
   8   9096.48
   9  11719.3
  10  12088.6
  11  12642.3
  12  13143.5
  13  13164.3
  14  11863.8
  15   8327.59
  16  14457
  17  17925.8
  18  19921.6
  19  20207.2
  20  20321.5
  21  20280.8
  22  18118.2
  23  11395.8
  24  17146.6
  25  21563.4
  26  22685.2
  27  22801.2
  28  22699
  29  21764.6
  30  19703.9
  31  13223.2
  32  16816.8
  33  21388.9
  34  22954.6
  35  22150.1
  36  22664.1
  37  21176.4
  38  20099.1
  39  14207.7
  40  15066.3
  41  19984
  42  19736.9
  43  19571.9
  44  19857.3
  45  20262.3
  46  19312.1
  47  14260.8
  48  13533.4
  49  16478.7
  50  16988
  51  17695.5
  52  18253.7
  53  17508.5
  54  19187.9
  55  14098
  56  10909.2
  57  12757.7
  58  13636.5
  59  14003.3
  60  14030.2
  61  15884.1
  62  17831.8
  63  11468
