This file was gnenerated on 2021-06-11 10:16:23.916575 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0    761.944
   1    733.221
   2    380.653
   3    455.127
   4    323.798
   5    259.142
   6    211.005
   7    195.825
   8   2872.45
   9   7717.39
  10   9991.36
  11   8834.45
  12   5862.36
  13   3172.65
  14   1919.91
  15    891.146
  16   3107.36
  17   8729.86
  18  15126.2
  19  19479.3
  20  21816.1
  21  20090.7
  22  15215.2
  23   9232.13
  24   3738.61
  25   8941.29
  26  14682.7
  27  20201.8
  28  23827.4
  29  26532.7
  30  26181.6
  31  22454.8
  32   3446.07
  33   9007.12
  34  15138.5
  35  21149.6
  36  25487.7
  37  26671.1
  38  25905.9
  39  23585
  40   1661.27
  41   6369.25
  42  13035
  43  19317.8
  44  23179.7
  45  25653.3
  46  26627.7
  47  24019.5
  48    226.585
  49    763.06
  50   2074.81
  51   6246.42
  52  11918.7
  53  18146.5
  54  22011.6
  55  22225.4
  56    116.985
  57    181.081
  58    381.052
  59    604.901
  60   1385.99
  61   2810.31
  62   5496.65
  63   8417.67
