This file was gnenerated on 2021-06-21 21:37:09.308421 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   14.2686
   1   14.1073
   2   13.4535
   3   18.2438
   4   14.948
   5   13.9713
   6   12.8514
   7   39.3666
   8   30.1787
   9   42.7077
  10   40.8479
  11   64.2998
  12   30.2682
  13   50.1155
  14   73.4378
  15   51.9782
  16  474.612
  17  433.259
  18  500.978
  19  471.84
  20  493.273
  21  505.284
  22  527.203
  23  481.988
  24  692.348
  25  689.777
  26  670.859
  27  600.727
  28  793.495
  29  762.56
  30  678.181
  31  598.73
  32  649.674
  33  643.637
  34  667.44
  35  733.399
  36  911.253
  37  842.913
  38  750.932
  39  744.757
  40  498.558
  41  541.049
  42  486.946
  43  561.033
  44  502.957
  45  543.185
  46  563.815
  47  597.825
  48   35.7735
  49   34.4703
  50   48.4374
  51   36.0878
  52   41.6051
  53   76.2695
  54   70.4876
  55   93.8866
  56   16.1109
  57   20.3297
  58   15.3626
  59   16.8108
  60   19.1837
  61   16.1833
  62   15.3289
  63   24.581
