This file was gnenerated on 2021-06-09 10:32:28.305071 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0     53.9891
   1     91.4784
   2    103.796
   3    168.609
   4    293.544
   5    411.815
   6    549.199
   7    451.03
   8    588.574
   9   1581.96
  10   3066.87
  11   4971.72
  12   5509.52
  13   6278.76
  14   7332.26
  15   6558.23
  16   2433.71
  17   6239.29
  18  10270.5
  19  14661.4
  20  18320.9
  21  20313.1
  22  21574.4
  23  20633.9
  24   2309.76
  25   6489.24
  26  10506.9
  27  14397.6
  28  18609.3
  29  21328.4
  30  24589.9
  31  22171.5
  32   2596
  33   6634.84
  34  11173.9
  35  15087.2
  36  18769.7
  37  20285.1
  38  22714.2
  39  22005
  40   2305.1
  41   6714.5
  42  10945.2
  43  14879.9
  44  17963
  45  20708.7
  46  22103.3
  47  19721.2
  48    629.784
  49   1987.1
  50   3304.38
  51   4377.83
  52   5644.83
  53   6516.8
  54   7274.81
  55   6446.84
  56     63.3874
  57     94.7517
  58    165.341
  59    201.314
  60    415.931
  61    476.405
  62    457.323
  63    476.047
