This file was gnenerated on 2021-06-11 09:59:20.906334 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   3761.67
   1  14085
   2  18725.7
   3  17518.4
   4  16197.2
   5  13670.3
   6  12302.3
   7   9391.76
   8   6869.3
   9  16923.9
  10  20900
  11  19331.8
  12  17690.3
  13  15025.3
  14  14218.2
  15  12111.7
  16   7894.55
  17  17026.6
  18  20664.6
  19  19453.1
  20  18070.3
  21  17712.5
  22  17801.6
  23  13890.7
  24   8343.93
  25  16391.1
  26  20989.9
  27  20510.3
  28  20708.5
  29  19973.6
  30  19189.5
  31  16070.5
  32   7004.86
  33  15159.9
  34  19230.2
  35  20015.5
  36  20196
  37  21012.7
  38  20744
  39  16925.8
  40   6827.14
  41  13757.5
  42  16519.9
  43  17617.7
  44  18423.8
  45  18805.3
  46  19827.6
  47  15219.4
  48   5589.57
  49  11164.4
  50  11839.3
  51  12217.6
  52  11939.9
  53  12281.1
  54  12380
  55   7759.74
  56   2766.47
  57   3718.79
  58   3971.02
  59   4154.36
  60   4011.45
  61   4461.98
  62   3390.99
  63   1084.06
