This file was gnenerated on 2021-02-06 15:46:00.291090 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0  15118
   1  18765.8
   2  19803.3
   3  19386.1
   4  18875.6
   5  14644.1
   6   7118.29
   7   3127.15
   8  18606.2
   9  24386.1
  10  25293
  11  24946.7
  12  23540.4
  13  20841.6
  14  12569.4
  15   4795.44
  16  18161.6
  17  27332.4
  18  30214.6
  19  30439.1
  20  29389.7
  21  26527.9
  22  17709.1
  23   6970.23
  24  14794.3
  25  28670.2
  26  32552.6
  27  33048.6
  28  33205.1
  29  30964.4
  30  25277.2
  31  10396.7
  32   9477.82
  33  26809.4
  34  32893.6
  35  34147.7
  36  33478
  37  32513.7
  38  28316.5
  39  14439.3
  40   4625.96
  41  18005.8
  42  28982.6
  43  29099.8
  44  28678.8
  45  28097.3
  46  25249.7
  47  14914
  48   1423.64
  49   7420.64
  50  17684.2
  51  18252.7
  52  18534.3
  53  18474
  54  17459.3
  55  10998.1
  56    298.59
  57   1054.84
  58   5784.18
  59   5909.05
  60   5955.96
  61   5935.62
  62   6381.48
  63   4519.58
