This file was gnenerated on 2021-06-21 21:36:57.076463 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   12.0732
   1   17.3657
   2   18.0244
   3   23.5707
   4   19.3173
   5   18.6811
   6   13.7676
   7   24.3387
   8  228.151
   9  192.73
  10  215.1
  11  191.446
  12  169.993
  13  137.051
  14  146.45
  15  186.642
  16  438.121
  17  513.053
  18  582.368
  19  541.701
  20  520.12
  21  632.348
  22  500.371
  23  533.594
  24  487.866
  25  476.614
  26  463.536
  27  566.929
  28  584.295
  29  641.894
  30  528.102
  31  574.202
  32  534.469
  33  616.283
  34  456.367
  35  508.33
  36  501.557
  37  533.431
  38  607.767
  39  607.846
  40  548.224
  41  473.894
  42  500.351
  43  538.2
  44  580.336
  45  709.427
  46  593.068
  47  533.69
  48  156.11
  49  179.561
  50  154.099
  51  175.347
  52  178.377
  53  209.336
  54  145.88
  55  156.13
  56   20.9284
  57   17.2518
  58   16.6778
  59   14.7889
  60   18.9364
  61   10.5013
  62   21.7478
  63   18.4678
