This file was gnenerated on 2021-06-22 00:41:10.688248 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0   540.802
   1   450.537
   2   371.322
   3   396.705
   4   328.593
   5   136.773
   6    82.4006
   7    46.018
   8  3000.63
   9  3237.97
  10  3553.51
  11  3039.13
  12  2246.08
  13  1799.14
  14   948.58
  15   380.752
  16  6272.49
  17  6890.3
  18  6682.16
  19  6405.55
  20  5771.85
  21  4031.63
  22  2337.09
  23   855.051
  24  6776.19
  25  7555.21
  26  7636.79
  27  6856.13
  28  5906.68
  29  4259.82
  30  2371.57
  31   901.091
  32  6734.04
  33  7279.98
  34  6805.33
  35  6616.4
  36  5506.67
  37  4110.13
  38  2618.03
  39  1032.73
  40  5861.43
  41  6408.15
  42  6538.62
  43  5724.1
  44  5033.92
  45  3760.39
  46  2307.77
  47   860.819
  48  3007.82
  49  3279.19
  50  3187.37
  51  3099.49
  52  2368.97
  53  1967.82
  54  1073.28
  55   331.765
  56   281.057
  57   406.964
  58   388.861
  59   434.218
  60   262.952
  61   189.12
  62   101.924
  63    13.4632
