This file was gnenerated on 2021-06-11 10:05:29.958967 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   1499.24
   1   5589.4
   2   6285.24
   3   6467.45
   4   6114.94
   5   5913.88
   6   5564.31
   7   1229.39
   8   4882.53
   9  16141.6
  10  18078.9
  11  18954
  12  17613.9
  13  18470.5
  14  15671.1
  15   4528.87
  16   9072.78
  17  24829.2
  18  28090.5
  19  29820.1
  20  29795.9
  21  29917.9
  22  24537.6
  23   8225.4
  24  10062.1
  25  27296.7
  26  33464
  27  34564.1
  28  33546.8
  29  32025.3
  30  26241
  31  10512.2
  32  10797.5
  33  25942.9
  34  33213.8
  35  33529.3
  36  33412.1
  37  31245
  38  26351.2
  39  10368.5
  40  10800.3
  41  23232.1
  42  29051.2
  43  30277.7
  44  29526.1
  45  27545.8
  46  22707.8
  47  10188.9
  48   9494.89
  49  19825.2
  50  23381.4
  51  25378.8
  52  26194.4
  53  24501.8
  54  19418.1
  55   9281.34
  56   7628.53
  57  15957.4
  58  19173.4
  59  20182.1
  60  19754.8
  61  19792.6
  62  15801.5
  63   7450.16
