This file was gnenerated on 2021-02-06 15:43:58.234530 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0    246.673
   1    381.67
   2   1224.49
   3   7421.16
   4   8872.62
   5   9934.89
   6   8467.03
   7   3170.75
   8    592.607
   9   1846.23
  10   9551.19
  11  24665.4
  12  27818.5
  13  27119.9
  14  22149.1
  15   5463.25
  16   1876.13
  17   6344.72
  18  24925.7
  19  39374.5
  20  42291.2
  21  40409.5
  22  26552.4
  23   6037.29
  24   4137.91
  25  14025.8
  26  37050.8
  27  48171.8
  28  48761.6
  29  42733.9
  30  21510.3
  31   5583.4
  32   6382.29
  33  22328.2
  34  39319.5
  35  47226.3
  36  45799.6
  37  35685.7
  38  13983
  39   4545.51
  40   9768.23
  41  24914.4
  42  37158.8
  43  41449.5
  44  38784.9
  45  25247
  46   9373.68
  47   3296.78
  48  12570.1
  49  26463.8
  50  33414.7
  51  33884.7
  52  29519.8
  53  16041.6
  54   6683.64
  55   2681.32
  56  13228.6
  57  23353.4
  58  26056
  59  24446.4
  60  20135.6
  61   9392
  62   4581.61
  63   2440.57
