This file was gnenerated on 2021-06-21 23:27:14.750102 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id         edep
   0     14.7838
   1      3.88999
   2      9.74026
   3      6.24807
   4      4.93401
   5     14.3114
   6      7.63141
   7     12.0162
   8    145.554
   9    267.057
  10    175.827
  11    177.8
  12    130.777
  13    130.303
  14    176.634
  15     37.9558
  16   2800.86
  17   3459.72
  18   3309.81
  19   3056.08
  20   2739.14
  21   2001.46
  22   1165.93
  23    465.211
  24  11901.7
  25  12483.1
  26  13545.4
  27  13085.6
  28  11277.2
  29   8489.99
  30   5132.22
  31   1867.19
  32  11927.1
  33  13083.1
  34  13424.4
  35  12957.4
  36  11516.8
  37   9099.85
  38   5394.63
  39   1992.65
  40   2772.58
  41   3157.18
  42   2952.35
  43   2846.08
  44   2552.76
  45   2020.7
  46   1011.32
  47    379.096
  48    158.536
  49    171.418
  50    155.25
  51    131.695
  52     63.8776
  53    160.594
  54     36.6292
  55     19.1395
  56     11.8446
  57      7.15927
  58      8.18531
  59      9.93284
  60      8.46089
  61      6.65585
  62     24.0374
  63     21.3808
