This file was gnenerated on 2021-06-11 10:07:32.988388 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0    310.023
   1    351.156
   2    272.331
   3    274.843
   4    120.216
   5    122.926
   6     65.3024
   7     36.3908
   8   2038.82
   9   2360.88
  10   2857.84
  11   3049.8
  12   3340.7
  13   2895.66
  14   2123.83
  15   1050.57
  16  17324.1
  17  19279.8
  18  20324.8
  19  18688.9
  20  15965.7
  21  11558.6
  22   6881.46
  23   2418
  24  23988.6
  25  25907.9
  26  24512.5
  27  21696.5
  28  17343.7
  29  12890.9
  30   7120.92
  31   2599.31
  32  23825.8
  33  26692.9
  34  24574.5
  35  21305.4
  36  17584
  37  12507.7
  38   7698.94
  39   2687.25
  40  23679.5
  41  23946.6
  42  22163.8
  43  19248.3
  44  15997.2
  45  11351.3
  46   6192.73
  47   2105.4
  48   9655.54
  49   8774.7
  50   6620.38
  51   4849.79
  52   2711.12
  53    927.059
  54    403.275
  55    145.494
  56   1001.46
  57    964.532
  58    575.894
  59    277.631
  60    367.844
  61    216.627
  62    140.843
  63     67.8741
