This file was gnenerated on 2021-06-21 23:22:22.581115 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id         edep
   0      8.37489
   1      9.82648
   2      8.03697
   3      5.24363
   4     26.858
   5     21.1944
   6     16.2124
   7     10.2753
   8     63.4537
   9     91.5409
  10     95.6033
  11    146.183
  12    112.602
  13     95.6108
  14     15.4376
  15      8.46543
  16   2605.52
  17   2701.15
  18   2722.89
  19   2489.13
  20   2036.38
  21   1398.24
  22    653.91
  23    184.467
  24  13147.7
  25  14083.2
  26  13765.1
  27  12595.7
  28  12339.8
  29   9784.62
  30   5955.57
  31   2106.72
  32  12862.7
  33  13599.1
  34  13694.3
  35  13365.8
  36  12198.2
  37   9416.07
  38   5277.05
  39   2058.67
  40   2484.01
  41   2764.85
  42   2506.09
  43   2260.22
  44   2082.57
  45   1518.98
  46    744.21
  47    224.07
  48     49.423
  49     90.9717
  50    141.02
  51    160.816
  52     85.4808
  53     41.9445
  54     58.2661
  55     40.1213
  56      5.65208
  57      1.46745
  58      9.87977
  59      6.31327
  60     29.7239
  61      4.69066
  62     11.1749
  63      4.36941
