This file was gnenerated on 2021-06-21 21:33:47.388784 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   20.4553
   1   22.517
   2   13.1153
   3   12.4033
   4   11.7357
   5   14.3167
   6   14.0129
   7   40.463
   8   26.3847
   9   36.144
  10   35.7289
  11   78.3602
  12   36.7491
  13   24.9802
  14   28.7227
  15   74.095
  16  404.143
  17  443.733
  18  430.741
  19  426.75
  20  456.815
  21  412.812
  22  360.933
  23  444.565
  24  793.424
  25  692.364
  26  809.033
  27  905.786
  28  821.833
  29  873.718
  30  848.772
  31  830.642
  32  685.305
  33  804.706
  34  775.674
  35  881.176
  36  900.878
  37  959.816
  38  936.359
  39  792.252
  40  337.752
  41  374.927
  42  426.657
  43  370.338
  44  440.675
  45  382.545
  46  352.262
  47  376.566
  48   25.7632
  49   36.9358
  50   28.4027
  51   44.7602
  52   32.0283
  53   34.081
  54   19.5353
  55   38.3027
  56   14.6679
  57   13.2668
  58   33.4066
  59   17.5804
  60   14.1708
  61   16.0857
  62   11.9755
  63   60.248
