This file was gnenerated on 2021-06-11 09:29:15.219162 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0    129.953
   1     92.4994
   2    210.827
   3    161.88
   4    134.481
   5    166.745
   6    151.412
   7    156.089
   8   2968.6
   9   6163.59
  10   6495.13
  11   4269.37
  12   2178.78
  13   1362.75
  14    926.272
  15    526.305
  16   3930.38
  17  10696.5
  18  16886.3
  19  19671.9
  20  19805.5
  21  16040.2
  22  10394.3
  23   5515.86
  24   3925
  25  10478.2
  26  17526.8
  27  24010.7
  28  28182.3
  29  30291.2
  30  29180.8
  31  22759
  32   3572.06
  33  10220.6
  34  16726.6
  35  22574.1
  36  27526.9
  37  30421.5
  38  30991.7
  39  27549.7
  40   1039.6
  41   4401.27
  42  11149.7
  43  18319.7
  44  26461.3
  45  29856.1
  46  29615.1
  47  27924.7
  48    306.355
  49    488.559
  50   1318.35
  51   3311.77
  52   9182.08
  53  15819.5
  54  20654.2
  55  21822.3
  56    111.309
  57    240.341
  58    237.507
  59    507.844
  60   1128.64
  61   2173.64
  62   3658.05
  63   5346.61
