This file was gnenerated on 2021-06-11 10:04:20.454221 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0   4035.21
   1   5012.62
   2   1567.99
   3    798.399
   4    426.996
   5    259.442
   6    191.801
   7    135.932
   8   6460.43
   9  16427.7
  10  18316
  11  10284.8
  12   3695.63
  13   1700.98
  14    828.278
  15    529.638
  16   8054.91
  17  19359.7
  18  27509.1
  19  30219.5
  20  22672.2
  21  11079.4
  22   4483.84
  23   1914.77
  24   7006.58
  25  20179.3
  26  30973.7
  27  36259.1
  28  37781.6
  29  33827.8
  30  21583.7
  31   9268.31
  32   2593.93
  33  12644
  34  28442
  35  38498.6
  36  40858
  37  41687.6
  38  36251.8
  39  24966.8
  40    953.787
  41   2570.99
  42  10343.2
  43  26608
  44  38510.3
  45  41164.5
  46  39160.2
  47  31853.3
  48    561.193
  49   1047.04
  50   2607.33
  51   6525.81
  52  16113.4
  53  28253.4
  54  35818.3
  55  30643.1
  56    372.571
  57    621.82
  58   1044.7
  59   1887.75
  60   3870.85
  61   8844.22
  62  17464.8
  63  21279.7
