Distance_(mm),Gray_Value
0,0
2,900727
4,1319591
6,1540304
8,1660272
10,1728440
12,1758163
14,1764248
16,1758594
18,1747771
20,1732425
22,1712717
24,1690641
26,1669210
28,1649449
30,1629472
32,1608149
34,1586019
36,1565073
38,1545743
40,1525874
42,1505089
44,1484143
46,1464597
48,1446505
50,1427121
52,1407090
54,1387652
56,1367729
58,1349691
60,1333053
62,1315822
64,1298430
66,1280177
68,1263000
70,1246577
72,1228969
74,1211739
76,1195370
78,1180993
80,1166886
82,1151109
84,1135063
86,1118694
88,1103671
90,1089779
92,1075564
94,1061456
96,1047079
98,1033726
100,1020857
102,1006911
104,993019
106,979234
108,966796
110,954950
112,942404
114,929912
116,917043
118,904820
120,893189
122,881020
124,869282
126,857759
128,847205
130,837082
132,826205
134,815221
136,803913
138,793252
140,783344
142,773221
144,763152
146,752598
148,742529
150,733106
152,723360
154,713991
156,704730
158,696007
160,687768
162,679153
164,670646
166,661761
168,653146
170,644854
172,636184
174,627892
176,620085
178,612869
180,605600
182,597523
184,589554
186,581693
188,574370
190,567531
192,560532
194,553639
196,546370
198,539316
200,532532
202,525424
204,518586
206,512017
208,506094
210,500494
212,494463
214,488432
216,482133
218,476102
220,470179
222,463933
224,457956
226,452410
228,447348
230,442395
232,437010
234,431679
236,426241
238,421126
240,416064
242,410626
244,405403
246,400234
248,395334
250,390595
252,385641
254,380957
256,376326
258,371965
260,367819
262,363619
264,359311
266,354626
268,349942
270,345688
272,341434
274,337450
276,333519
278,329804
280,326142
282,322158
284,318173
286,314081
288,310150
290,306596
292,303150
294,299812
296,296312
298,292812
300,289312
302,285435
304,281989
306,279404
308,277412
310,274558
312,270035
314,265620
316,262443
318,260128
320,257381
322,253612
324,250058
326,247420
328,245482
330,243005
332,239397
334,235897
336,233366
338,231482
340,229113
342,225720
344,222382
346,219959
348,218182
350,216028
352,212959
