Distance_(mm),Gray_Value
0,117972.305
2,676234.125
4,771674.750
6,842832.125
8,884285.125
10,905820.250
12,913459.500
14,913867.250
16,912003.188
18,909860.000
20,907620.188
22,904261.125
24,900075.875
26,895932.312
28,892086.750
30,888441.062
32,884526.312
34,880008.500
36,875498.625
38,871410.062
40,867191.500
42,862830.125
44,858269.000
46,853968.938
48,850345.875
50,845982.000
52,841431.312
54,837177.500
56,832359.375
58,827873.562
60,824069.938
62,819899.000
64,816269.312
66,811297.312
68,806456.812
70,802129.062
72,797207.688
74,792700.125
76,788337.000
78,784710.438
80,781663.812
82,777445.000
84,773075.312
86,768337.125
88,763760.062
90,759806.125
92,755562.812
94,751474.812
96,747514.875
98,743191.312
100,739139.188
102,734390.750
104,729891.500
106,725486.125
108,721888.250
110,718437.375
112,714877.875
114,710841.438
116,706163.125
118,701933.938
120,697973.438
122,693666.812
124,689507.062
126,685192.375
128,681795.438
130,678520.188
132,674481.875
134,670371.500
136,665799.312
138,661472.000
140,657905.625
142,653838.375
144,650183.125
146,645459.438
148,640872.938
150,636717.438
152,632635.562
154,628476.875
156,624118.625
158,620094.375
160,616867.250
162,613237.625
164,609499.938
166,605222.062
168,601056.875
170,597201.938
172,593019.812
174,589278.250
176,585780.500
178,582253.062
180,578773.938
182,574721.562
184,570958.438
186,566776.938
188,562902.312
190,559418.125
192,556228.500
194,552564.750
196,548698.562
198,544633.500
200,540773.375
202,536632.938
204,532718.875
206,529212.062
208,526268.688
210,522986.562
212,519399.219
214,515835.656
216,512015.562
218,508643.094
220,505200.812
222,501453.500
224,498298.656
226,494820.000
228,491858.875
230,488988.156
232,485610.812
234,482190.375
236,478546.188
238,475624.656
240,472762.250
242,469365.906
244,465974.156
246,462410.406
248,459080.156
250,455970.719
252,453053.219
254,450462.500
256,447360.344
258,444404.469
260,441560.812
262,438820.719
264,435808.125
266,432337.219
268,428883.312
270,426123.344
272,422885.969
274,420040.375
276,416906.438
278,414005.969
280,411131.312
282,408010.250
284,405194.656
286,402318.156
288,399202.531
290,396421.094
292,393690.438
294,391043.688
296,388338.812
298,385442.875
300,382558.188
302,379814.344
304,377053.625
306,375333.094
308,373820.094
310,371184.312
312,367029.125
314,363133.281
316,360416.062
318,359141.594
320,356705.125
322,353317.500
324,350212.781
326,348039.688
328,346693.500
330,344435.406
332,341065.625
334,338315.094
336,336099.281
338,334467.438
340,332419.594
342,329099.344
344,326036.031
346,323912.844
348,322407.625
350,320965.000
352,318078.438
354,315437.438
356,313552.406
358,312143.719
360,310087.438
362,307281.156
364,304488.000
366,302860.469
368,301410.531
370,299393.031
372,296655.000
374,293924.656
376,292003.219
378,290600.000
380,288650.219
382,286119.000
384,283471.281
386,281169.000
388,278821.250
390,275045.219
392,269118.875
394,261701.750
396,252513.031
398,239839.328
400,147791.156
402,0.000
