Distance_(mm),Gray_Value
0,0
2,900440
4,1299964
6,1513036
8,1630231
10,1698162
12,1729237
14,1737085
16,1733055
18,1723669
20,1709616
22,1691321
24,1670587
26,1650382
28,1631610
30,1612625
32,1592421
34,1571368
36,1551376
38,1532816
40,1513725
42,1493680
44,1473582
46,1454757
48,1437204
50,1418432
52,1399023
54,1380197
56,1360948
58,1343395
60,1327168
62,1310411
64,1293547
66,1275729
68,1259025
70,1242904
72,1225670
74,1208806
76,1192685
78,1178579
80,1164739
82,1149254
84,1133451
86,1117330
88,1102482
90,1088748
92,1074748
94,1060854
96,1046642
98,1033491
100,1020711
102,1006870
104,993135
106,979507
108,967204
110,955538
112,943076
114,930667
116,917940
118,905743
120,894182
122,882145
124,870425
126,859024
128,848524
130,838449
132,827578
134,816706
136,805464
138,794858
140,784995
142,774919
144,764897
146,754397
148,744374
150,734935
152,725284
154,715951
156,706670
158,697921
160,689701
162,681110
164,672625
166,663717
168,655126
170,646906
172,638262
174,629990
176,622141
178,614876
180,607664
182,599604
184,591650
186,583801
188,576483
190,569642
192,562642
194,555696
196,548484
198,541378
200,534643
202,527537
204,520643
206,514120
208,508181
210,502507
212,496462
214,490416
216,484159
218,478060
220,472174
222,465970
224,459977
226,454462
228,449372
230,444387
232,439031
234,433675
236,428266
238,423122
240,418084
242,412728
244,407531
246,402387
248,397403
250,392683
252,387804
254,383085
256,378471
258,374070
260,369986
262,365744
264,361449
266,356729
268,352116
270,347820
272,343578
274,339548
276,335623
278,331858
280,328199
282,324222
284,320245
286,316162
288,312184
290,308631
292,305184
294,301844
296,298344
298,294791
300,291291
302,287420
304,283973
306,281374
308,279359
310,276496
312,271988
314,267587
316,264352
318,262018
320,259314
322,255549
324,251996
326,249344
328,247382
330,244890
332,241284
334,237784
336,235239
338,233330
340,230996
342,227549
344,224208
346,221769
348,219966
350,217792
352,214716
