Distance_(mm),Gray_Value
0,0
2,594530
4,887350
6,1093516
8,1232777
10,1330751
12,1398159
14,1442471
16,1471158
18,1489487
20,1499111
22,1501402
24,1498515
26,1492604
28,1484905
30,1475144
32,1463413
34,1450399
36,1436927
38,1423179
40,1408882
42,1394080
44,1379233
46,1364798
48,1350730
50,1336066
52,1321173
54,1306647
56,1291983
58,1277960
60,1264580
62,1251016
64,1237451
66,1223566
68,1209957
70,1196759
72,1183241
74,1169997
76,1157212
78,1145252
80,1133521
82,1121102
84,1108546
86,1096036
88,1084030
90,1072620
92,1061164
94,1049891
96,1038480
98,1027437
100,1016668
102,1005487
104,994351
106,983262
108,972676
110,962549
112,952238
114,942019
116,931755
118,921627
120,911867
122,901968
124,892254
126,882676
128,873511
130,864621
132,855502
134,846291
136,836943
138,827778
140,819026
142,810365
144,801796
146,793089
148,784611
150,776409
152,768069
154,759912
156,751892
158,744148
160,736633
162,728980
164,721419
166,713720
168,706205
170,698919
172,691587
174,684438
176,677381
178,670462
180,663680
182,656577
184,649566
186,642646
188,635956
190,629540
192,623033
194,616618
196,610156
198,603741
200,597555
202,591277
204,585136
206,579133
208,573451
210,567952
212,562315
214,556679
216,550997
218,545406
220,539907
222,534179
224,528680
226,523364
228,518370
230,513512
232,508380
234,503247
236,498069
238,493074
240,488171
242,483222
244,478319
246,473507
248,468741
250,464113
252,459393
254,454811
256,450320
258,446012
260,441842
262,437626
264,433365
266,428965
268,424520
270,420305
272,416135
274,412102
276,408115
278,404312
280,400508
282,396567
284,392626
286,388685
288,384790
290,381124
292,377458
294,373930
296,370447
298,367010
300,363528
302,359816
304,356287
306,353263
308,350651
310,347627
312,343594
314,339470
316,335987
318,333054
320,330030
322,326593
324,323156
326,320223
328,317749
330,314999
332,311562
334,308126
336,305193
338,302718
340,300060
342,296899
344,293691
346,290941
348,288650
350,286176
352,283197
