Distance_(mm),Gray_Value
0,12
2,79
4,114
6,139
8,156
10,168
12,177
14,183
16,186
18,189
20,190
22,190
24,190
26,190
28,189
30,187
32,187
34,184
36,183
38,181
40,180
42,178
44,177
46,174
48,172
50,171
52,169
54,168
56,165
58,163
60,162
62,160
64,159
66,157
68,154
70,153
72,151
74,150
76,148
78,147
80,145
82,144
84,142
86,141
88,139
90,138
92,136
94,135
96,133
98,132
100,130
102,129
104,127
106,126
108,124
110,123
112,123
114,121
116,120
118,118
120,117
122,115
124,114
126,114
128,112
130,111
132,109
134,109
136,108
138,106
140,105
142,103
144,103
146,102
148,100
150,100
152,99
154,97
156,96
158,96
160,94
162,93
164,93
166,91
168,91
170,90
172,88
174,88
176,87
178,85
180,85
182,84
184,84
186,82
188,81
190,81
192,79
194,79
196,78
198,78
200,76
202,76
204,75
206,75
208,73
210,73
212,72
214,72
216,70
218,70
220,69
222,69
224,67
226,67
228,66
230,66
232,66
234,64
236,64
238,63
240,63
242,61
244,61
246,61
248,60
250,60
252,58
254,58
256,58
258,57
260,57
262,55
264,55
266,55
268,54
270,54
272,54
274,52
276,52
278,52
280,51
282,51
284,51
286,49
288,49
290,49
292,48
294,48
296,48
298,46
300,46
302,46
304,45
306,45
308,45
310,45
312,43
314,43
316,43
318,42
320,42
322,42
324,42
326,40
328,40
330,40
332,40
334,39
336,39
338,39
340,39
342,37
344,37
346,37
348,37
350,36
352,36
354,36
356,36
358,34
360,34
362,34
364,34
366,34
368,33
370,33
372,33
374,33
376,31
378,31
380,31
382,31
384,31
386,30
388,30
390,30
392,30
394,30
396,30
398,28
400,21
402,0
