Distance_(mm),Gray_Value
0,0
2,595557
4,913285
6,1125626
8,1264149
10,1358032
12,1419700
14,1458726
16,1483025
18,1497981
20,1504977
22,1505253
24,1500927
26,1494070
28,1485740
30,1475523
32,1463420
34,1450120
36,1436543
38,1422829
40,1408517
42,1393744
44,1378925
46,1364521
48,1350484
50,1335896
52,1320985
54,1306488
56,1291854
58,1277909
60,1264563
62,1250987
64,1237457
66,1223513
68,1209936
70,1196774
72,1183290
74,1170082
76,1157380
78,1145461
80,1133818
82,1121438
84,1108966
86,1096449
88,1084483
90,1073116
92,1061795
94,1050566
96,1039199
98,1028246
100,1017523
102,1006340
104,995157
106,984020
108,973435
110,963310
112,953048
114,942831
116,932430
118,922260
120,912411
122,902517
124,892806
126,883234
128,874076
130,865194
132,856035
134,846831
136,837397
138,828193
140,819449
142,810797
144,802237
146,793539
148,785025
150,776787
152,768366
154,760220
156,752212
158,744527
160,737025
162,729386
164,721792
166,714061
168,706513
170,699242
172,691879
174,684699
176,677658
178,670801
180,663990
182,656857
184,649816
186,642866
188,636147
190,629704
192,623262
194,616911
196,610422
198,603979
200,597766
202,591507
204,585340
206,579312
208,573605
210,568128
212,562514
214,556899
216,551193
218,545578
220,540056
222,534349
224,528827
226,523534
228,518518
230,513640
232,508531
234,503423
236,498269
238,493252
240,488328
242,483358
244,478434
246,473601
248,468815
250,464213
252,459473
254,454871
256,450407
258,446081
260,441939
262,437705
264,433425
266,429007
268,424589
270,420355
272,416167
274,412071
276,408114
278,404294
280,400474
282,396516
284,392605
286,388601
288,384735
290,381007
292,377372
294,373828
296,370376
298,366971
300,363519
302,359792
304,356248
306,353211
308,350587
310,347550
312,343500
314,339404
316,335861
318,332961
320,329970
322,326473
324,323067
326,320168
328,317683
330,314967
332,311516
334,308018
336,305073
338,302588
340,299964
342,296835
344,293660
346,290944
348,288643
350,286158
352,283167
