Distance_(mm),Gray_Value
0,0
2,622233
4,892483
6,1085396
8,1216783
10,1310567
12,1376487
14,1420977
16,1450426
18,1469681
20,1480555
22,1484406
24,1483137
26,1478697
28,1472173
30,1463474
32,1452782
34,1440685
36,1427954
38,1414861
40,1401043
42,1386771
44,1372364
46,1358364
48,1344637
50,1330275
52,1315731
54,1301596
56,1287325
58,1273642
60,1260594
62,1247365
64,1234135
66,1220589
68,1207269
70,1194311
72,1181037
74,1168034
76,1155394
78,1143569
80,1132016
82,1119783
84,1107460
86,1095091
88,1083221
90,1071940
92,1060613
94,1049423
96,1038142
98,1027223
100,1016576
102,1005521
104,994467
106,983503
108,973037
110,962979
112,952785
114,942637
116,932397
118,922340
120,912644
122,902813
124,893162
126,883603
128,874496
130,865662
132,856510
134,847358
136,838070
138,828964
140,820265
142,811612
144,803094
146,794441
148,785968
150,777768
152,769477
154,761322
156,753303
158,745556
160,738035
162,730423
164,722812
166,715200
168,707680
170,700431
172,693091
174,685933
176,678820
178,671933
180,665092
182,658024
184,651047
186,644115
188,637410
190,630977
192,624498
194,618110
196,611631
198,605198
200,598991
202,592693
204,586531
206,580551
208,574843
210,569315
212,563697
214,558034
216,552325
218,546707
220,541225
222,535517
224,529990
226,524689
228,519660
230,514767
232,509602
234,504437
236,499272
238,494198
240,489305
242,484366
244,479473
246,474626
248,469869
250,465202
252,460490
254,455869
256,451338
258,446989
260,442821
262,438607
264,434349
266,429863
268,425423
270,421210
272,416996
274,412919
276,408977
278,405081
280,401275
282,397334
284,393347
286,389360
288,385463
290,381794
292,378124
294,374545
296,371011
298,367568
300,364034
302,360319
304,356785
306,353704
308,351076
310,348041
312,344054
314,339931
316,336397
318,333497
320,330462
322,326973
324,323575
326,320631
328,318139
330,315420
332,311977
334,308534
336,305589
338,303097
340,300469
342,297298
344,294081
346,291318
348,288962
350,286515
352,283525
