Channel edep
Ch.1  63979.79614
Ch.2  67425.96069
Ch.3  59243.81173
Ch.4  72918.25749
Ch.5  85191.48084
Ch.6  79838.67547
Ch.7  70253.69735
Ch.8  57795.63591
Ch.9  104141.78567
Ch.10 128269.46071
Ch.11 103207.00266
Ch.12 147125.02568
Ch.13 185483.92203
Ch.14 105329.72419
Ch.15 92694.08519
Ch.16 94877.38791
Ch.17 551101.57926
Ch.18 396613.61923
Ch.19 549778.43410
Ch.20 302642.27069
Ch.21 543237.09477
Ch.22 575932.84093
Ch.23 586108.57480
Ch.24 222294.36812
Ch.25 976470.25217
Ch.26 609894.12664
Ch.27 1073329.85853
Ch.28 602173.06117
Ch.29 940056.02329
Ch.30 850415.51557
Ch.31 630909.66651
Ch.32 341080.13678
Ch.33 702591.12812
Ch.34 750139.38033
Ch.35 710825.40810
Ch.36 963760.52276
Ch.37 849881.88919
Ch.38 553511.49626
Ch.39 777306.94504
Ch.40 387830.65729
Ch.41 386789.64888
Ch.42 570400.37473
Ch.43 449818.89172
Ch.44 662622.30771
Ch.45 691271.37382
Ch.46 600440.72492
Ch.47 393505.41188
Ch.48 493751.43522
Ch.49 109439.18745
Ch.50 110951.27691
Ch.51 125784.20409
Ch.52 116377.87480
Ch.53 145583.83565
Ch.54 141984.49240
Ch.55 188728.82381
Ch.56 135046.87606
Ch.57 65136.01567
Ch.58 71879.92701
Ch.59 70161.21878
Ch.60 77731.30726
Ch.61 83535.91287
Ch.62 82797.57213
Ch.63 77820.92938
Ch.64 73380.41223
