Channel edep
Ch.1  154809.55191
Ch.2  156534.92538
Ch.3  151175.21668
Ch.4  159895.09787
Ch.5  166098.83698
Ch.6  162941.53390
Ch.7  157905.44066
Ch.8  150389.80371
Ch.9  166267.66676
Ch.10 174486.59292
Ch.11 166275.28414
Ch.12 182692.60538
Ch.13 198382.11947
Ch.14 167679.77955
Ch.15 162487.47255
Ch.16 164306.87180
Ch.17 230980.68576
Ch.18 206392.58199
Ch.19 241519.60920
Ch.20 199789.94750
Ch.21 251026.80779
Ch.22 265111.27753
Ch.23 258040.71591
Ch.24 187106.28362
Ch.25 1174146.88019
Ch.26 746847.88188
Ch.27 1262015.35952
Ch.28 713824.65227
Ch.29 1050727.36605
Ch.30 957986.68407
Ch.31 745822.76265
Ch.32 460507.72094
Ch.33 871756.75364
Ch.34 938773.58296
Ch.35 887466.08462
Ch.36 1226129.16306
Ch.37 999381.42366
Ch.38 703020.55206
Ch.39 977435.38523
Ch.40 543941.21707
Ch.41 230807.39264
Ch.42 250917.78548
Ch.43 233733.49934
Ch.44 295905.32215
Ch.45 306949.90207
Ch.46 285409.48391
Ch.47 253853.17572
Ch.48 294781.47578
Ch.49 164657.38564
Ch.50 166057.35846
Ch.51 171410.10453
Ch.52 168607.77857
Ch.53 179873.43820
Ch.54 181912.90538
Ch.55 199767.57174
Ch.56 179281.07562
Ch.57 155282.95396
Ch.58 159962.58229
Ch.59 157414.30461
Ch.60 161582.86100
Ch.61 165788.01615
Ch.62 164693.74636
Ch.63 162702.06560
Ch.64 159558.68796
