This file was gnenerated on 2021-01-24 13:50:51.052037 by Grant Finneman. This contains the data colleted by
Alex in Ohio. The only processing that has been done so far is summing the edep of each channel.
Channel edep
Ch.1  4521.56980
Ch.2  4967.89480
Ch.3  3877.67159
Ch.4  4520.85569
Ch.5  5284.54751
Ch.6  4803.11160
Ch.7  4062.86672
Ch.8  3249.42452
Ch.9  5632.44297
Ch.10 6854.65935
Ch.11 5193.67574
Ch.12 6487.72069
Ch.13 7614.72107
Ch.14 4557.63286
Ch.15 4082.86209
Ch.16 4231.16100
Ch.17 7776.94533
Ch.18 6539.43488
Ch.19 9287.54717
Ch.20 6198.26405
Ch.21 9364.43409
Ch.22 10172.75842
Ch.23 9860.62847
Ch.24 5285.91624
Ch.25 40790.65341
Ch.26 41735.85074
Ch.27 86227.13366
Ch.28 51169.19753
Ch.29 83028.82810
Ch.30 76325.26474
Ch.31 56901.67678
Ch.32 28472.73803
Ch.33 36602.16115
Ch.34 57081.69451
Ch.35 65914.64492
Ch.36 95294.19618
Ch.37 84655.83152
Ch.38 56221.77503
Ch.39 86298.66469
Ch.40 43069.11278
Ch.41 6624.47467
Ch.42 7843.59653
Ch.43 7285.27371
Ch.44 10427.10416
Ch.45 11306.42392
Ch.46 10027.37549
Ch.47 8204.88174
Ch.48 10260.11910
Ch.49 5369.64681
Ch.50 5426.59788
Ch.51 5647.79655
Ch.52 4917.13278
Ch.53 5557.87694
Ch.54 5562.57823
Ch.55 6880.30816
Ch.56 5328.46589
Ch.57 4517.76115
Ch.58 4934.74772
Ch.59 4761.51411
Ch.60 4852.92148
Ch.61 5019.72801
Ch.62 4663.50113
Ch.63 4295.55083
Ch.64 4109.58207
