Channel edep
Ch.1  967.39455
Ch.2  1087.48572
Ch.3  765.17957
Ch.4  928.23697
Ch.5  1122.77516
Ch.6  1040.77038
Ch.7  841.53092
Ch.8  617.83282
Ch.9  1353.25740
Ch.10 1651.64054
Ch.11 1160.38549
Ch.12 1500.78269
Ch.13 1819.22070
Ch.14 977.21370
Ch.15 893.84019
Ch.16 901.10041
Ch.17 2271.13964
Ch.18 1909.67590
Ch.19 2856.95608
Ch.20 1778.21831
Ch.21 2868.97710
Ch.22 3119.75224
Ch.23 2966.57350
Ch.24 1453.17470
Ch.25 8114.84313
Ch.26 8283.13739
Ch.27 17444.10673
Ch.28 10422.16481
Ch.29 17020.99069
Ch.30 15788.53860
Ch.31 11820.94740
Ch.32 6086.08770
Ch.33 14199.20499
Ch.34 21998.28809
Ch.35 24696.11437
Ch.36 34726.70346
Ch.37 31109.09053
Ch.38 20824.63185
Ch.39 31508.81920
Ch.40 15880.12449
Ch.41 2277.44770
Ch.42 3204.61350
Ch.43 2961.57466
Ch.44 4577.68773
Ch.45 4997.88784
Ch.46 4354.46572
Ch.47 3394.68844
Ch.48 4479.67476
Ch.49 1352.30523
Ch.50 1347.96101
Ch.51 1450.61574
Ch.52 1257.14875
Ch.53 1469.42093
Ch.54 1485.72665
Ch.55 1987.93155
Ch.56 1416.63555
Ch.57 976.44008
Ch.58 1079.27336
Ch.59 1028.57084
Ch.60 1056.12397
Ch.61 1129.85685
Ch.62 1005.36193
Ch.63 898.60100
Ch.64 877.53446
