Channel edep
Ch.1  56774.50450
Ch.2  58592.41604
Ch.3  54560.43503
Ch.4  56731.47882
Ch.5  59413.71358
Ch.6  58418.88493
Ch.7  55531.87638
Ch.8  52867.01843
Ch.9  63610.77530
Ch.10 71000.19155
Ch.11 63225.86461
Ch.12 70940.62201
Ch.13 77315.69023
Ch.14 60621.46907
Ch.15 58985.71765
Ch.16 59243.51499
Ch.17 80115.93336
Ch.18 75745.99505
Ch.19 94170.23155
Ch.20 74901.60758
Ch.21 95783.96421
Ch.22 99873.72942
Ch.23 97712.02867
Ch.24 68943.64497
Ch.25 142142.49229
Ch.26 142841.85387
Ch.27 258610.16792
Ch.28 159635.57585
Ch.29 253047.29212
Ch.30 240117.61372
Ch.31 195505.46644
Ch.32 123569.06421
Ch.33 212682.43271
Ch.34 317045.35799
Ch.35 342937.02839
Ch.36 522387.11279
Ch.37 410851.98286
Ch.38 281999.02619
Ch.39 526105.47616
Ch.40 248053.68914
Ch.41 76311.10202
Ch.42 91682.17795
Ch.43 88368.24460
Ch.44 113382.26146
Ch.45 117301.70904
Ch.46 108566.71228
Ch.47 95129.35423
Ch.48 110552.73943
Ch.49 65450.16993
Ch.50 68430.49019
Ch.51 71991.44958
Ch.52 68011.24229
Ch.53 72632.55085
Ch.54 72923.13819
Ch.55 84015.08811
Ch.56 71346.00416
Ch.57 56771.52908
Ch.58 58758.50844
Ch.59 58461.31556
Ch.60 58624.90850
Ch.61 59699.95667
Ch.62 58610.86415
Ch.63 56733.74026
Ch.64 56661.37600
