This file was gnenerated on 2021-01-24 13:50:51.044722 by Grant Finneman. This contains the data colleted by
Alex in Ohio. The only processing that has been done so far is summing the edep of each channel.
Channel edep
Ch.1  21027.20327
Ch.2  21707.22401
Ch.3  19698.58293
Ch.4  20916.69320
Ch.5  21804.52285
Ch.6  21317.37403
Ch.7  20147.58589
Ch.8  18839.55616
Ch.9  23690.75181
Ch.10 25780.44548
Ch.11 22458.71630
Ch.12 24835.60522
Ch.13 26785.92641
Ch.14 21397.05784
Ch.15 20663.00207
Ch.16 20963.58706
Ch.17 30763.81289
Ch.18 28054.08452
Ch.19 34880.11961
Ch.20 27253.25849
Ch.21 35147.79556
Ch.22 37415.95972
Ch.23 36070.43860
Ch.24 25014.55179
Ch.25 71267.27105
Ch.26 72623.38496
Ch.27 147126.69150
Ch.28 85188.92147
Ch.29 143060.19462
Ch.30 121679.67993
Ch.31 96949.28766
Ch.32 58516.30141
Ch.33 110475.91068
Ch.34 174847.40173
Ch.35 194787.59616
Ch.36 266270.35336
Ch.37 236791.24163
Ch.38 166521.77401
Ch.39 249692.95036
Ch.40 124174.33912
Ch.41 30926.69180
Ch.42 37638.46761
Ch.43 35949.03822
Ch.44 47831.39995
Ch.45 50708.47040
Ch.46 46186.06745
Ch.47 39563.02102
Ch.48 47228.44460
Ch.49 23752.10666
Ch.50 23966.93777
Ch.51 24390.58940
Ch.52 23009.89792
Ch.53 24710.75321
Ch.54 25020.56226
Ch.55 28354.25299
Ch.56 24485.62692
Ch.57 21025.12041
Ch.58 21917.59186
Ch.59 21298.39033
Ch.60 21414.43484
Ch.61 21988.05172
Ch.62 21365.10102
Ch.63 20796.60199
Ch.64 20556.83622
