Channel edep
Ch.1  28085.62405
Ch.2  28823.30998
Ch.3  26363.10706
Ch.4  28069.79430
Ch.5  30070.34203
Ch.6  29167.81335
Ch.7  27346.74786
Ch.8  25434.87007
Ch.9  32755.19522
Ch.10 37562.17494
Ch.11 32426.75949
Ch.12 38420.66618
Ch.13 43449.61829
Ch.14 31648.24967
Ch.15 29963.99761
Ch.16 30485.06720
Ch.17 77044.38202
Ch.18 73369.40151
Ch.19 99229.94806
Ch.20 62406.82631
Ch.21 99161.80914
Ch.22 105257.12086
Ch.23 107757.19553
Ch.24 51814.93897
Ch.25 111098.97950
Ch.26 97955.24393
Ch.27 172676.95219
Ch.28 103021.98484
Ch.29 151814.59103
Ch.30 140867.01242
Ch.31 108692.63317
Ch.32 68005.05109
Ch.33 89436.80398
Ch.34 114268.72015
Ch.35 114313.76937
Ch.36 153333.70267
Ch.37 137757.07908
Ch.38 98631.03945
Ch.39 130493.40748
Ch.40 75540.74291
Ch.41 58872.82497
Ch.42 94963.79518
Ch.43 82232.10670
Ch.44 110034.16716
Ch.45 115819.19364
Ch.46 105816.33637
Ch.47 76058.30133
Ch.48 92514.60159
Ch.49 32364.33351
Ch.50 33112.49321
Ch.51 34789.18749
Ch.52 32971.33550
Ch.53 36875.66761
Ch.54 36350.96786
Ch.55 43004.48346
Ch.56 35864.35467
Ch.57 28052.41745
Ch.58 28754.33788
Ch.59 28331.45983
Ch.60 28903.52944
Ch.61 29518.56526
Ch.62 28993.92518
Ch.63 27927.86297
Ch.64 27644.35739
