Channel edep
Ch.1  20169.96233
Ch.2  20418.17854
Ch.3  18813.61042
Ch.4  19962.74852
Ch.5  20825.40549
Ch.6  20381.99643
Ch.7  19404.72321
Ch.8  18173.10427
Ch.9  22016.02205
Ch.10 22875.58447
Ch.11 20544.87534
Ch.12 22373.49861
Ch.13 24088.75537
Ch.14 20093.78953
Ch.15 19439.06052
Ch.16 19742.85909
Ch.17 27397.39232
Ch.18 23567.26924
Ch.19 28058.78648
Ch.20 23086.60695
Ch.21 27396.14261
Ch.22 28915.31389
Ch.23 27931.85163
Ch.24 21758.46275
Ch.25 145015.39638
Ch.26 124434.10098
Ch.27 223835.91524
Ch.28 127297.90064
Ch.29 197205.72585
Ch.30 177714.17765
Ch.31 134551.93152
Ch.32 76042.77066
Ch.33 84353.69928
Ch.34 102765.97429
Ch.35 116418.46095
Ch.36 160129.80561
Ch.37 131032.92663
Ch.38 98733.93372
Ch.39 163677.31562
Ch.40 89629.55830
Ch.41 24326.14074
Ch.42 24066.97469
Ch.43 22943.84241
Ch.44 25989.50476
Ch.45 27326.81347
Ch.46 25884.41007
Ch.47 24780.02352
Ch.48 27569.37622
Ch.49 21274.58697
Ch.50 20867.65756
Ch.51 20977.15599
Ch.52 20172.46174
Ch.53 21124.32422
Ch.54 21500.90348
Ch.55 23506.27145
Ch.56 21281.54962
Ch.57 19947.21642
Ch.58 20395.56472
Ch.59 19850.98871
Ch.60 20059.15473
Ch.61 20610.15783
Ch.62 20109.73820
Ch.63 19686.74108
Ch.64 19398.53420
