This file was gnenerated on 2021-01-24 13:50:51.051624 by Grant Finneman. This contains the data colleted by
Alex in Ohio. The only processing that has been done so far is summing the edep of each channel.
Channel edep
Ch.1  16099.06107
Ch.2  16566.57159
Ch.3  14876.19006
Ch.4  16061.21273
Ch.5  16886.31888
Ch.6  16267.05780
Ch.7  15223.19284
Ch.8  13997.16789
Ch.9  18346.27770
Ch.10 20230.18576
Ch.11 17565.74452
Ch.12 20211.20208
Ch.13 22510.07337
Ch.14 16949.33996
Ch.15 16003.90456
Ch.16 16360.30995
Ch.17 35743.49062
Ch.18 37332.64565
Ch.19 52608.50560
Ch.20 34461.46668
Ch.21 55254.91528
Ch.22 60575.10935
Ch.23 63164.38943
Ch.24 29073.66932
Ch.25 81791.43603
Ch.26 78952.03535
Ch.27 160714.43139
Ch.28 93460.09743
Ch.29 146277.12650
Ch.30 136132.09990
Ch.31 103860.89803
Ch.32 58461.96871
Ch.33 63536.38640
Ch.34 97086.87484
Ch.35 104490.21625
Ch.36 146755.58721
Ch.37 133615.36259
Ch.38 91203.29948
Ch.39 125893.99945
Ch.40 66987.07382
Ch.41 29899.96566
Ch.42 48875.97886
Ch.43 45104.77066
Ch.44 65711.41745
Ch.45 70749.71258
Ch.46 63273.88780
Ch.47 46955.59118
Ch.48 59374.73316
Ch.49 17780.69465
Ch.50 17833.12296
Ch.51 18318.18896
Ch.52 17481.24031
Ch.53 19614.19776
Ch.54 19030.28564
Ch.55 21686.63350
Ch.56 18685.78222
Ch.57 16117.50916
Ch.58 16697.13659
Ch.59 16146.43101
Ch.60 16318.05784
Ch.61 16633.34184
Ch.62 16182.01802
Ch.63 15740.15622
Ch.64 15363.16040
