Channel edep
Ch.1  5308.05396
Ch.2  5772.23196
Ch.3  4523.65265
Ch.4  5174.33499
Ch.5  5988.61032
Ch.6  5586.79879
Ch.7  4874.28557
Ch.8  3977.23183
Ch.9  6638.45952
Ch.10 7726.18330
Ch.11 5858.75950
Ch.12 7299.91317
Ch.13 8590.98262
Ch.14 5283.23829
Ch.15 4928.55869
Ch.16 4985.21221
Ch.17 10651.51637
Ch.18 8744.99450
Ch.19 12084.63619
Ch.20 8010.16502
Ch.21 11672.11287
Ch.22 12716.98945
Ch.23 12198.35980
Ch.24 6708.80034
Ch.25 58698.04559
Ch.26 49100.27280
Ch.27 90879.44683
Ch.28 51643.49205
Ch.29 79491.25620
Ch.30 71293.99167
Ch.31 53732.05507
Ch.32 27803.84564
Ch.33 33220.50532
Ch.34 41745.43187
Ch.35 47722.73533
Ch.36 66051.87475
Ch.37 55123.81550
Ch.38 39309.33058
Ch.39 64725.63503
Ch.40 33488.41936
Ch.41 8313.07092
Ch.42 9674.18364
Ch.43 8545.51698
Ch.44 11471.32613
Ch.45 12228.29333
Ch.46 10835.16423
Ch.47 9316.11197
Ch.48 11606.29481
Ch.49 6159.28500
Ch.50 6080.55327
Ch.51 6234.08907
Ch.52 5553.41369
Ch.53 6150.29899
Ch.54 6426.06833
Ch.55 7818.36429
Ch.56 6084.36191
Ch.57 5101.61376
Ch.58 5467.65978
Ch.59 5318.17066
Ch.60 5394.40297
Ch.61 5689.03698
Ch.62 5359.23256
Ch.63 4905.29028
Ch.64 4798.11278
