This file was gnenerated on 2021-01-24 13:50:51.054960 by Grant Finneman. This contains the data colleted by
Alex in Ohio. The only processing that has been done so far is summing the edep of each channel.
Channel edep
Ch.1  15157.79211
Ch.2  15912.91448
Ch.3  14087.20717
Ch.4  15317.63590
Ch.5  16488.31668
Ch.6  15702.72513
Ch.7  14472.65345
Ch.8  13075.95373
Ch.9  17166.73069
Ch.10 19365.68468
Ch.11 16532.11603
Ch.12 18988.62933
Ch.13 20983.70206
Ch.14 15513.06679
Ch.15 14654.81360
Ch.16 14886.66453
Ch.17 22351.65844
Ch.18 21591.95380
Ch.19 28334.49630
Ch.20 20986.43952
Ch.21 28986.01178
Ch.22 31214.42324
Ch.23 31226.92034
Ch.24 18639.24609
Ch.25 81630.22401
Ch.26 80297.31904
Ch.27 160158.01332
Ch.28 93181.71012
Ch.29 153288.41694
Ch.30 135709.04402
Ch.31 103823.46702
Ch.32 58632.76312
Ch.33 66067.28791
Ch.34 101184.91262
Ch.35 109691.56956
Ch.36 160670.15642
Ch.37 137287.07076
Ch.38 94581.62348
Ch.39 134604.71694
Ch.40 71364.21352
Ch.41 20357.35933
Ch.42 25586.08646
Ch.43 24697.95922
Ch.44 34128.09235
Ch.45 35819.48557
Ch.46 32956.10241
Ch.47 27487.66900
Ch.48 33663.97385
Ch.49 16597.33900
Ch.50 16804.49331
Ch.51 17267.89767
Ch.52 16141.07585
Ch.53 17421.73103
Ch.54 17415.12543
Ch.55 19858.18944
Ch.56 16940.94973
Ch.57 15063.29023
Ch.58 15856.85609
Ch.59 15548.65377
Ch.60 15765.15118
Ch.61 16085.31491
Ch.62 15651.12998
Ch.63 14846.19777
Ch.64 14509.43067
