Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,0.000
28,0.000
30,0.000
32,0.000
34,0.000
36,0.000
38,22.545
40,767.426
42,1932.683
44,3156.238
46,4422.832
48,5736.792
50,7363.871
52,8982.753
54,10609.604
56,12243.515
58,13876.515
60,15711.050
62,17758.506
64,19734.229
66,21655.297
68,23731.445
70,26091.109
72,28218.951
74,30239.990
76,32624.475
78,34854.562
80,36909.762
82,39177.652
84,41367.438
86,43954.137
88,48166.781
90,50070.422
92,52094.273
94,54216.914
96,56506.023
98,58839.160
100,61219.188
102,63761.316
104,66422.148
106,69225.547
108,72132.078
110,75154.141
112,78304.125
114,81583.711
116,85075.328
118,88658.453
120,92457.711
122,96449.188
124,100580.938
126,104969.125
128,109555.250
130,114320.242
132,119408.773
134,124698.617
136,130262.180
138,136147.844
140,142352.578
142,148913.984
144,155798.969
146,163137.453
148,170964.312
150,179317.422
152,188298.297
154,197930.672
156,208371.672
158,219735.656
160,232190.406
162,245804.078
164,260729.719
166,277323.281
168,296113.781
170,317833.312
172,343617.594
174,375320.562
176,415443.531
178,466813.562
180,534688.750
182,628111.688
184,762923.188
186,966515.375
188,1290313.375
190,1846903.000
192,2962658.250
194,5332911.500
196,9296409.000
198,13141533.000
200,14854246.000
202,14837363.000
204,13101912.000
206,9248486.000
208,5288882.000
210,2933220.500
212,1829276.750
214,1279959.750
216,961091.938
218,760713.438
220,627850.625
222,535729.875
224,468740.906
226,417934.344
228,377963.500
230,345388.031
232,318056.938
234,294770.156
236,274996.281
238,257946.938
240,243006.469
242,229634.812
244,217560.484
246,206461.000
248,196234.250
250,186777.625
252,177938.609
254,169693.203
256,161940.266
258,154611.016
260,147710.000
262,141196.031
264,135040.734
266,129214.141
268,123734.438
270,118493.367
272,113461.180
274,108723.242
276,104167.766
278,99839.969
280,95709.992
282,91788.648
284,87996.461
286,84416.984
288,80978.641
290,77707.031
292,74586.883
294,71574.836
296,68653.516
298,65938.016
300,63284.926
302,60741.422
304,58371.867
306,56046.254
308,53789.480
310,51687.332
312,49640.734
314,47709.320
316,43602.309
318,40915.180
320,38783.922
322,36574.098
324,34434.871
326,32299.059
328,30010.445
330,27859.377
332,25749.068
334,23573.406
336,21369.506
338,19451.623
340,17524.633
342,15565.763
344,13713.466
346,12045.168
348,10399.871
350,8793.060
352,7230.653
354,5649.802
356,4327.644
358,3075.852
360,1877.574
362,740.327
364,22.089
366,0.000
368,0.000
370,0.000
372,0.000
374,0.000
376,0.000
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
