Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,145.059
28,852.366
30,1659.644
32,2603.782
34,3454.832
36,4506.876
38,5767.767
40,6913.555
42,8068.356
44,9352.584
46,10512.827
48,11834.609
50,13405.124
52,14923.658
54,16523.445
56,17954.203
58,19336.188
60,21209.678
62,22901.545
64,24514.090
66,26122.861
68,27896.303
70,29630.281
72,31280.158
74,32955.074
76,34897.930
78,37402.828
80,39924.629
82,41622.512
84,43224.488
86,45095.012
88,46985.148
90,49004.609
92,51015.430
94,53238.430
96,55468.969
98,57848.703
100,60349.004
102,62907.691
104,65648.602
106,68520.148
108,71519.711
110,74638.570
112,77936.781
114,81421.961
116,85031.125
118,88833.141
120,92833.305
122,97068.680
124,101514.969
126,106178.219
128,111054.562
130,116180.906
132,121615.297
134,127321.328
136,133345.969
138,139686.953
140,146378.625
142,153429.312
144,160888.422
146,168803.266
148,177177.562
150,186121.500
152,195724.016
154,206064.547
156,217253.641
158,229514.625
160,243124.672
162,258559.250
164,276472.219
166,297906.625
168,324406.219
170,358453.969
172,404222.750
174,469181.656
176,567342.562
178,727763.438
180,1011337.750
182,1532987.125
184,2409686.250
186,3637407.750
188,4818929.500
190,5518996.000
192,5829566.000
194,5981183.000
196,6066267.500
198,6112461.500
200,6134368.500
202,6136521.000
204,6116407.000
206,6070626.500
208,5984515.000
210,5827519.000
212,5509326.500
214,4803732.000
216,3618922.000
218,2392204.500
220,1520440.000
222,1004172.750
224,724377.562
226,565776.500
228,468415.375
230,403832.562
232,358121.312
234,324009.562
236,297379.406
238,275782.094
240,257724.812
242,242174.250
244,228459.547
246,216132.766
248,204926.516
250,194588.562
252,184989.641
254,176007.875
256,167635.375
258,159752.922
260,152318.094
262,145286.344
264,138634.688
266,132298.656
268,126310.195
270,120632.984
272,115223.867
274,110108.977
276,105256.656
278,100658.359
280,96249.422
282,92030.031
284,88060.492
286,84277.586
288,80690.578
290,77251.969
292,73983.109
294,70885.820
296,67916.719
298,65130.609
300,62417.445
302,59830.148
304,57342.758
306,55021.258
308,52743.387
310,50585.023
312,48573.957
314,46558.672
316,44721.719
318,42863.137
320,41191.754
322,39581.590
324,36969.734
326,34512.930
328,32658.461
330,30878.119
332,29272.406
334,27624.197
336,25866.094
338,24152.629
340,22597.926
342,20992.139
344,19204.213
346,17665.420
348,16231.371
350,14683.901
352,13259.391
354,11667.237
356,10341.747
358,9177.852
360,7881.356
362,6733.416
364,5627.248
366,4456.500
368,3384.089
370,2539.792
372,1618.426
374,829.139
376,139.822
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
