Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,256.470
20,1766.896
22,3676.040
24,5702.124
26,7933.371
28,10194.431
30,12501.495
32,15094.084
34,17753.559
36,20410.100
38,23277.094
40,26261.525
42,29253.506
44,32470.355
46,35737.727
48,39005.191
50,42567.664
52,45964.465
54,49679.191
56,53238.629
58,57019.977
60,60916.855
62,64749.000
64,68541.148
66,72230.883
68,76129.789
70,80162.148
72,85111.477
74,91252.828
76,94823.938
78,98581.023
80,102520.750
82,106625.062
84,110889.914
86,115354.438
88,120131.070
90,125097.172
92,130223.797
94,135636.984
96,141307.375
98,147298.250
100,153589.859
102,160170.953
104,167109.047
106,174363.406
108,182029.359
110,190071.062
112,198542.766
114,207459.656
116,216886.906
118,226772.953
120,237200.047
122,248149.109
124,259633.781
126,271747.969
128,284508.281
130,297986.875
132,312282.031
134,327331.406
136,343161.312
138,359798.156
140,377316.656
142,395936.438
144,415699.219
146,436787.531
148,459341.719
150,483481.625
152,509420.625
154,537734.875
156,569086.625
158,604478.688
160,645390.000
162,694205.750
164,754447.125
166,832298.625
168,938631.250
170,1092492.125
172,1332524.750
174,1751809.875
176,2500492.000
178,3720549.750
180,5467746.000
182,7563620.500
184,9213072.000
186,9987564.000
188,10338887.000
190,10536625.000
192,10655808.000
194,10726514.000
196,10776844.000
198,10807020.000
200,10822103.000
202,10824518.000
204,10805590.000
206,10780125.000
208,10733323.000
210,10652499.000
212,10530066.000
214,10330332.000
216,9975417.000
218,9194667.000
220,7538371.500
222,5442433.500
224,3700117.500
226,2486151.000
228,1743035.125
230,1327469.250
232,1089368.250
234,936419.500
236,830394.875
238,752627.250
240,692381.438
242,643444.875
244,602331.812
246,566589.562
248,534889.188
250,506400.375
252,480430.281
254,456413.438
256,434084.812
258,413112.000
260,393395.156
262,374728.969
264,357170.750
266,340615.938
268,324959.906
270,310069.875
272,295935.406
274,282510.969
276,269759.812
278,257672.344
280,246150.750
282,235314.172
284,225017.953
286,215228.875
288,205918.047
290,197086.328
292,188668.594
294,180677.578
296,173070.312
298,165873.359
300,158999.953
302,152453.594
304,146207.938
306,140305.266
308,134616.375
310,129266.117
312,124101.352
314,119230.641
316,114542.570
318,110084.141
320,105785.883
322,101718.320
324,97813.789
326,94068.023
328,90515.000
330,84395.891
332,79461.992
334,75398.156
336,71613.828
338,67872.492
340,64069.137
342,60361.902
344,56427.727
346,52711.059
348,49106.504
350,45511.145
352,42036.980
354,38611.098
356,35251.535
358,32081.674
360,28825.836
362,25888.506
364,22979.816
366,20062.852
368,17462.861
370,14856.079
372,12262.391
374,9981.995
376,7777.044
378,5606.748
380,3588.921
382,1721.178
384,247.262
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
