Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,0.000
28,0.000
30,24.282
32,1403.460
34,3672.658
36,6478.406
38,9383.342
40,12082.529
42,15448.263
44,18413.951
46,21979.781
48,25395.633
50,29132.729
52,33218.812
54,36939.262
56,41231.414
58,45274.891
60,49713.055
62,53975.688
64,58600.531
66,63287.098
68,67779.719
70,72514.555
72,77004.953
74,81800.086
76,86486.992
78,90978.102
80,96303.898
82,103296.164
84,109233.555
86,113465.992
88,117910.250
90,122494.305
92,127248.469
94,132241.516
96,137483.594
98,142980.453
100,148675.703
102,154708.922
104,160983.641
106,167599.812
108,174533.031
110,181850.469
112,189504.375
114,197545.000
116,206002.688
118,214928.562
120,224354.875
122,234288.047
124,244835.344
126,255977.203
128,267790.094
130,280318.719
132,293628.938
134,307772.688
136,322862.938
138,338979.781
140,356246.156
142,374701.344
144,394226.000
146,414865.156
148,436721.188
150,460036.312
152,485069.719
154,512091.188
156,541392.062
158,572852.938
160,606607.062
162,643232.500
164,683389.438
166,728360.188
168,779817.062
170,840520.875
172,913728.625
174,1004897.125
176,1123302.750
178,1283896.375
180,1512684.625
182,1857629.250
184,2418880.250
186,3440215.000
188,5456907.000
190,9341531.000
192,14428550.000
194,17717312.000
196,19067576.000
198,19654402.000
200,19886774.000
202,19885266.000
204,19629842.000
206,19033802.000
208,17669854.000
210,14359487.000
212,9272915.000
214,5405233.000
216,3406047.000
218,2396771.750
220,1843128.375
222,1503032.000
224,1277247.125
226,1118429.000
228,1001325.375
230,911396.062
232,839446.125
234,779613.750
236,728306.688
238,683063.062
240,642426.000
242,605406.875
244,571602.750
246,540596.625
248,511886.031
250,485141.844
252,459932.250
254,436213.781
256,413822.969
258,392863.344
260,373403.281
262,355219.938
264,338169.844
266,322174.000
268,307073.688
270,292810.781
272,279368.688
274,266648.781
276,254723.844
278,243481.453
280,232914.969
282,222928.578
284,213458.641
286,204497.469
288,196049.375
290,187982.016
292,180310.016
294,173081.469
296,166152.047
298,159648.953
300,153416.422
302,147476.328
304,141838.906
306,136412.531
308,131233.062
310,126251.305
312,121526.125
314,116981.492
316,112617.438
318,108373.227
320,102447.680
322,95474.961
324,90233.805
326,85737.820
328,81061.508
330,76263.781
332,71841.359
334,67114.039
336,62625.410
338,58015.957
340,53321.258
342,49199.301
344,44683.645
346,40746.391
348,36449.164
350,32798.738
352,28720.197
354,25014.803
356,21688.416
358,18113.900
360,15161.436
362,11908.966
364,9186.787
366,6331.376
368,3586.832
370,1368.074
372,22.723
374,0.000
376,0.000
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
