Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,573.520
28,2673.871
30,5100.822
32,7988.302
34,10754.896
36,13620.040
38,16895.932
40,20171.426
42,23422.961
44,27189.584
46,30880.490
48,34878.684
50,38847.035
52,42747.430
54,47322.762
56,51436.848
58,55848.090
60,60482.055
62,65063.590
64,69586.633
66,74464.078
68,79126.938
70,83781.891
72,88661.445
74,93309.953
76,98409.766
78,105388.078
80,112120.281
82,116509.156
84,121109.242
86,125928.758
88,130993.992
90,136282.203
92,141742.062
94,147591.000
96,153680.016
98,160071.156
100,166838.891
102,173920.703
104,181379.609
106,189210.188
108,197515.172
110,206233.484
112,215410.656
114,225108.547
116,235309.828
118,246099.891
120,257507.812
122,269652.156
124,282364.469
126,295788.656
128,309942.250
130,324817.469
132,340550.344
134,357196.812
136,374872.344
138,393598.812
140,413306.562
142,434098.312
144,455989.719
146,479127.969
148,503710.688
150,529991.062
152,558139.438
154,588292.438
156,620693.500
158,655837.000
160,694493.625
162,737758.000
164,787379.312
166,845966.375
168,917181.875
170,1007117.188
172,1125909.125
174,1291754.375
176,1539590.250
178,1940763.250
180,2645893.500
182,3940540.000
184,6114654.000
186,9157590.000
188,12085236.000
190,13819097.000
192,14587702.000
194,14967542.000
196,15182716.000
198,15301269.000
200,15352219.000
202,15349106.000
204,15297653.000
206,15178353.000
208,14960006.000
210,14575456.000
212,13793832.000
214,12047438.000
216,9113280.000
218,6074468.500
220,3912163.000
222,2628778.250
224,1931246.750
226,1534363.750
228,1288733.500
230,1123869.250
232,1005353.500
234,915425.312
236,843892.375
238,784854.875
240,734784.312
242,691179.312
244,652482.688
246,617304.000
248,584978.250
250,554894.812
252,526682.625
254,500291.031
256,475642.531
258,452566.531
260,430787.719
262,410152.031
264,390609.094
266,371979.781
268,354349.844
270,337716.906
272,322054.688
274,307219.438
276,293255.156
278,279932.938
280,267331.750
282,255354.109
284,244016.531
286,233332.375
288,223253.266
290,213671.141
292,204642.531
294,196035.922
296,187854.641
298,180073.375
300,172686.234
302,165647.844
304,158955.938
306,152568.547
308,146462.297
310,140725.547
312,135219.422
314,129947.398
316,124943.953
318,120182.250
320,115601.234
322,111208.641
324,104524.750
326,97559.453
328,92505.031
330,87850.617
332,82988.602
334,78304.125
336,73732.953
338,68904.109
340,64327.543
342,59926.109
344,55216.535
346,50877.258
348,46759.113
350,42233.309
352,38351.363
354,34082.297
356,30429.807
358,26851.535
360,23047.584
362,19833.645
364,16617.475
366,13363.228
368,10547.376
370,7806.049
372,4988.124
374,2608.371
376,558.589
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
