Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,0.000
28,0.000
30,0.000
32,587.079
34,1913.490
36,3630.267
38,5500.139
40,7181.342
42,9170.134
44,11171.822
46,13573.921
48,15728.490
50,18233.674
52,21022.475
54,23560.822
56,26385.574
58,29181.184
60,32395.645
62,35302.352
64,38547.352
66,41982.516
68,45132.199
70,48487.160
72,51829.059
74,55089.605
76,58558.277
78,61691.363
80,65019.051
82,68771.711
84,72786.219
86,75458.156
88,78440.141
90,81435.891
92,84512.586
94,87786.680
96,91198.953
98,94704.656
100,98421.523
102,102291.461
104,106369.914
106,110592.672
108,115039.914
110,119710.969
112,124564.875
114,129675.562
116,135065.328
118,140691.453
120,146631.484
122,152856.156
124,159433.516
126,166334.609
128,173614.156
130,181312.203
132,189429.453
134,198029.688
136,207123.047
138,216786.719
140,227043.078
142,237922.625
144,249372.422
146,261431.719
148,274165.906
150,287636.406
152,301902.125
154,317136.531
156,333299.219
158,350398.438
160,368438.875
162,387440.688
164,407590.031
166,429017.312
168,452117.406
170,477312.844
172,505176.031
174,536712.688
176,574009.688
178,621146.625
180,685905.812
182,785162.688
184,959978.500
186,1335237.875
188,2230019.250
190,4266497.000
192,7204650.000
194,9042259.000
196,9658828.000
198,9872445.000
200,9949277.000
202,9947646.000
204,9866404.000
206,9651149.000
208,9032229.000
210,7192322.500
212,4253605.000
214,2220158.500
216,1327577.750
218,953272.812
220,779013.062
222,680387.562
224,616111.625
226,569378.000
228,532545.188
230,501563.219
232,474342.562
234,449653.406
236,426833.344
238,405510.750
240,385395.531
242,366364.406
244,348524.500
246,331669.531
248,315814.344
250,300739.844
252,286493.156
254,272920.469
256,260049.391
258,247856.109
260,236474.594
262,225770.094
264,215656.203
266,206092.281
268,197005.812
270,188427.125
272,180269.969
274,172555.938
276,165253.375
278,158323.891
280,151750.781
282,145541.359
284,139618.422
286,133997.844
288,128639.000
290,123522.477
292,118664.898
294,114054.578
296,109622.883
298,105422.953
300,101405.625
302,97568.969
304,93900.578
306,90393.633
308,86988.422
310,83740.180
312,80682.844
314,77701.211
316,74828.938
318,72083.031
320,68084.062
322,64357.789
324,61016.348
326,57924.820
328,54544.172
330,51207.402
332,47991.020
334,44511.109
336,41470.707
338,38084.387
340,34782.105
342,31913.990
344,28789.664
346,25975.693
348,23162.197
350,20668.090
352,17981.684
354,15423.792
356,13288.460
358,10975.316
360,8989.045
362,6997.693
364,5331.792
366,3539.723
368,1868.921
370,570.852
372,0.000
374,0.000
376,0.000
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
