Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,71.911
28,902.946
30,1878.723
32,3065.500
34,4325.535
36,5682.748
38,7217.940
40,8588.990
42,9992.976
44,11804.668
46,13619.099
48,15657.237
50,17499.377
52,19318.193
54,21535.604
56,23722.807
58,25920.271
60,28290.900
62,30431.367
64,32883.762
66,35421.637
68,37658.445
70,40090.090
72,42589.039
74,44815.738
76,47212.680
78,49984.605
80,52955.281
82,55200.461
84,57241.574
86,59546.977
88,61856.723
90,64356.699
92,66792.000
94,69496.820
96,72280.656
98,75178.609
100,78250.680
102,81428.289
104,84778.141
106,88267.445
108,91907.531
110,95725.805
112,99770.328
114,103946.234
116,108338.500
118,112997.273
120,117895.625
122,123037.352
124,128429.969
126,134096.875
128,140050.188
130,146296.016
132,152878.750
134,159777.641
136,167087.375
138,174802.109
140,182870.094
142,191395.891
144,200332.359
146,209753.703
148,219713.594
150,230188.875
152,241291.609
154,253007.953
156,265314.469
158,278382.469
160,292240.969
162,307012.031
164,322985.562
166,340456.156
168,359922.312
170,382511.781
172,410063.000
174,446740.562
176,501519.531
178,597662.875
180,792256.438
182,1208869.250
184,2005821.250
186,3244887.000
188,4488827.500
190,5184234.500
192,5436173.000
194,5533833.000
196,5580208.000
198,5601173.500
200,5609985.000
202,5610119.000
204,5601010.500
206,5579749.000
208,5532610.000
210,5433652.500
212,5179966.500
214,4483269.500
216,3238179.750
218,1999553.000
220,1204060.625
222,788706.062
224,594676.750
226,498749.469
228,444088.938
230,407506.781
232,380048.312
234,357524.094
236,338081.344
238,320672.719
240,304723.750
242,289989.469
244,276224.312
246,263262.156
248,251010.141
250,239420.344
252,228410.578
254,217966.156
256,208075.078
258,198713.281
260,189824.984
262,181402.422
264,173360.594
266,165722.547
268,158441.047
270,151563.984
272,145044.719
274,138799.859
276,132917.109
278,127301.586
280,121965.289
282,116826.094
284,112007.250
286,107411.531
288,103002.797
290,98848.930
292,94867.711
294,91079.070
296,87451.945
298,83983.094
300,80646.672
302,77493.672
304,74503.938
306,71633.219
308,68828.234
310,66199.750
312,63674.570
314,61284.836
316,58970.410
318,56695.070
320,54589.348
322,52501.113
324,49372.289
326,46700.855
328,44289.328
330,42025.895
332,39616.387
334,37211.074
336,34905.078
338,32477.129
340,30133.955
342,27818.094
344,25530.303
346,23411.361
348,21304.891
350,18981.535
352,17161.371
354,15161.693
356,13387.148
358,11661.188
360,9825.114
362,8402.084
364,7010.891
366,5507.178
368,4226.619
370,2998.431
372,1831.866
374,878.168
376,66.550
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
