Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,44.020
14,1989.361
16,6496.698
18,12326.688
20,18543.000
22,25133.658
24,32113.777
26,39451.719
28,47221.914
30,54390.871
32,62902.180
34,71764.844
36,81036.117
38,90657.859
40,100619.914
42,109931.773
44,120566.367
46,131536.969
48,142806.781
50,154278.469
52,165999.250
54,177860.344
56,189005.906
58,201147.359
60,213321.094
62,225501.000
64,237690.875
66,249849.734
68,262207.781
70,278391.719
72,289104.125
74,299604.812
76,310510.406
78,321943.375
80,333916.531
82,346434.812
84,359521.531
86,373277.812
88,387773.656
90,402854.875
92,418576.156
94,435154.719
96,452560.594
98,470856.750
100,490082.812
102,510284.000
104,531481.500
106,553684.938
108,577076.062
110,601707.750
112,627727.875
114,655099.812
116,683902.750
118,714119.375
120,745837.938
122,779195.875
124,814365.688
126,851473.188
128,890656.312
130,931947.688
132,975209.375
134,1020416.062
136,1067832.750
138,1117636.875
140,1170068.000
142,1225437.625
144,1283793.750
146,1344930.500
148,1408933.375
150,1476216.250
152,1547322.000
154,1623154.125
156,1705103.625
158,1795751.250
160,1899569.000
162,2025926.875
164,2196302.000
166,2473342.000
168,2981978.500
170,3894088.750
172,5382397.000
174,7582909.000
176,10578084.000
178,13845554.000
180,16105986.000
182,17037926.000
184,17394012.000
186,17580264.000
188,17692634.000
190,17766646.000
192,17817042.000
194,17853306.000
196,17880352.000
198,17897036.000
200,17905708.000
202,17902894.000
204,17893020.000
206,17876022.000
208,17848844.000
210,17813208.000
212,17762168.000
214,17687486.000
216,17572306.000
218,17382094.000
220,17022914.000
222,16086832.000
224,13822397.000
226,10553706.000
228,7560795.500
230,5363570.500
232,3877815.000
234,2967236.750
236,2459411.500
238,2183016.000
240,2013084.625
242,1887208.375
244,1784116.750
246,1694366.875
248,1613275.750
250,1538184.500
252,1467623.625
254,1400558.875
256,1336666.750
258,1275656.625
260,1217826.000
262,1163083.875
264,1111170.375
266,1061665.750
268,1014457.812
270,969303.375
272,926114.062
274,885049.125
276,846270.562
278,809498.000
280,774619.562
282,741375.625
284,709749.812
286,679538.000
288,650825.438
290,623557.312
292,597708.062
294,573205.062
296,549923.812
298,527808.000
300,506719.594
302,486613.781
304,467497.500
306,449340.094
308,432027.000
310,415546.500
312,399817.844
314,384853.938
316,370540.562
318,356822.062
320,343823.906
322,331355.125
324,319500.969
326,308109.781
328,297230.531
330,286782.188
332,276216.625
334,259946.672
336,247648.656
338,235575.391
340,223461.969
342,211358.344
344,199249.719
346,187187.875
348,176093.438
350,164315.016
352,152693.578
354,141277.641
356,130107.656
358,119230.211
360,108678.359
362,99437.719
364,89540.695
366,80013.234
368,70815.695
370,62008.664
372,53598.723
374,46471.516
376,38806.289
378,31531.826
380,24644.762
382,18151.281
384,12050.555
386,6341.020
388,1945.629
390,42.416
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
