Distance_(mm),Gray_Value
0,0.000
2,0.000
4,0.000
6,0.000
8,0.000
10,0.000
12,0.000
14,0.000
16,0.000
18,0.000
20,0.000
22,0.000
24,0.000
26,0.000
28,0.000
30,0.000
32,0.000
34,0.000
36,0.000
38,0.000
40,760.010
42,2167.752
44,3663.980
46,5261.257
48,7116.238
50,9087.505
52,11062.782
54,13127.347
56,15508.426
58,17920.781
60,20158.039
62,22719.832
64,25566.861
66,28432.336
68,31225.633
70,34292.672
72,37388.586
74,40396.543
76,43467.863
78,46730.051
80,49706.465
82,52884.980
84,55827.711
86,58861.871
88,63418.266
90,65875.203
92,68422.789
94,71071.695
96,73787.977
98,76731.492
100,79712.969
102,82825.961
104,86130.633
106,89575.125
108,93120.547
110,96807.445
112,100725.594
114,104798.531
116,109120.102
118,113539.656
120,118229.836
122,123136.695
124,128300.336
126,133658.375
128,139302.250
130,145209.578
132,151440.906
134,157999.266
136,164890.656
138,172159.578
140,179819.297
142,187875.906
144,196383.172
146,205367.688
148,214901.797
150,225064.422
152,235774.266
154,247210.812
156,259500.141
158,272646.406
160,286679.500
162,301672.969
164,317629.562
166,334499.969
168,352601.281
170,372229.594
172,393792.875
174,418079.938
176,446063.688
178,478253.625
180,516516.125
182,565106.250
184,632620.375
186,736228.312
188,913126.125
190,1258733.250
192,2106737.500
194,4306334.000
196,8462225.000
198,12611582.000
200,14369247.000
202,14367016.000
204,12605276.000
206,8452221.000
208,4296259.000
210,2099343.250
212,1252609.375
214,907427.438
216,731296.062
218,628540.750
220,561838.938
222,514110.531
224,476737.438
226,445433.000
228,417947.219
230,393099.906
232,370246.719
234,349288.469
236,330444.688
238,313345.812
240,297664.812
242,283171.188
244,269694.156
246,256932.359
248,244979.547
250,233751.672
252,223171.203
254,213145.938
256,203695.875
258,194776.594
260,186299.688
262,178313.906
264,170722.000
266,163539.250
268,156725.344
270,150230.359
272,144089.922
274,138202.953
276,132606.641
278,127262.273
280,122178.625
282,117285.227
284,112653.664
286,108252.086
288,103959.664
290,99926.289
292,96066.945
294,92359.734
296,88817.523
298,85388.531
300,82139.195
302,79066.570
304,76074.133
306,73209.750
308,70461.391
310,67780.133
312,65288.684
314,62778.789
316,58289.523
318,55240.395
320,52294.457
322,49204.160
324,46187.109
326,43066.336
328,39881.137
330,36930.652
332,33875.375
334,30809.941
336,28015.039
338,25236.713
340,22467.207
342,19835.377
344,17614.693
346,15250.188
348,12957.327
350,10818.445
352,8864.020
354,6965.198
356,5150.317
358,3569.881
360,2104.663
362,732.475
364,0.000
366,0.000
368,0.000
370,0.000
372,0.000
374,0.000
376,0.000
378,0.000
380,0.000
382,0.000
384,0.000
386,0.000
388,0.000
390,0.000
392,0.000
394,0.000
396,0.000
398,NaN
400,NaN
