barID edep
0 30.11490
1 30.76230
2 28.00520
3 25.40190
4 35.53640
5 22.95840
6 25.32190
7 33.88950
8 39.86800
9 52.22530
10 56.48080
11 51.96030
12 57.57980
13 58.56810
14 58.97490
15 69.44500
16 404.81500
17 620.15300
18 667.68900
19 681.71300
20 706.36000
21 635.16500
22 637.12300
23 636.85700
24 710.87100
25 1117.37000
26 1234.75000
27 1238.38000
28 1216.92000
29 1145.43000
30 1091.57000
31 1059.83000
32 767.15100
33 1215.66000
34 1175.18000
35 1214.18000
36 1126.53000
37 1183.14000
38 1056.48000
39 1061.08000
40 391.01000
41 617.46500
42 712.79000
43 722.29500
44 688.03800
45 688.52700
46 707.64800
47 673.96000
48 58.41310
49 55.57010
50 60.64050
51 62.02350
52 67.84870
53 68.56310
54 62.64570
55 57.82280
56 28.84560
57 32.10570
58 30.90530
59 31.08310
60 36.12730
61 33.90600
62 33.88300
63 25.12320
