barID edep
0 48.20500
1 41.33570
2 37.05960
3 53.62110
4 49.65340
5 47.25690
6 45.29820
7 51.47760
8 110.08100
9 175.25900
10 184.36600
11 211.35000
12 229.58000
13 235.39500
14 235.11900
15 226.10800
16 659.86700
17 1136.90000
18 1199.61000
19 1181.99000
20 1132.41000
21 1068.54000
22 1058.37000
23 1049.52000
24 749.23900
25 1188.73000
26 1252.83000
27 1249.30000
28 1160.89000
29 1190.69000
30 1156.88000
31 1101.91000
32 707.85400
33 1165.39000
34 1255.44000
35 1269.25000
36 1237.72000
37 1153.52000
38 1120.69000
39 1049.88000
40 694.45600
41 1085.53000
42 1152.90000
43 1220.77000
44 1178.87000
45 1120.05000
46 1122.36000
47 1022.83000
48 103.99900
49 164.36800
50 206.94400
51 219.84400
52 227.47600
53 267.63500
54 265.07800
55 252.33300
56 41.12570
57 48.02030
58 44.40510
59 47.93060
60 46.51070
61 49.40240
62 48.76800
63 47.12860
