vol_id,edep_sum_function
0,0.0922484078450043
1,0.08709091131187971
2,0.08061960346872472
3,0.06155244007719295
4,0.07289342089904474
5,0.07979605350304364
6,0.07344512397902142
7,0.0785015865054601
8,0.09183835774579265
9,0.12110383242323758
10,0.09901546600980726
11,0.07746787764353669
12,0.08039535733805693
13,0.07092946014318204
14,0.08142676619652266
15,0.09254202239363767
16,0.10334234838437854
17,0.11592128279596878
18,0.11029964591096615
19,0.09637999909835686
20,0.09639642731909337
21,0.09721525419592741
22,0.0796958408288208
23,0.0899907093432181
24,0.07761560889506995
25,0.08230428324418844
26,0.08505556961860088
27,0.0972128308977488
28,0.09083602691302395
29,0.09126164275536494
30,0.09674754084302092
31,0.08256224843038869
32,0.07651848678112672
33,0.08974658496258887
34,0.10247284001614627
35,0.08557848199980891
36,0.10293673380206846
37,0.07758690044348253
38,0.0906737153957169
39,0.09395173376993224
40,0.10265564580137192
41,0.10419017106761104
42,0.09418370118436484
43,0.11842667897089823
44,0.09732409185612453
45,0.09865334548894172
46,0.09462960616709615
47,0.07952424740923891
48,0.06835695465938577
49,0.07304484879347783
50,0.07999844999869743
51,0.07730766071143579
52,0.07495241925918625
53,0.08477563164541034
54,0.08184560541038245
55,0.08778800446588088
56,0.07893788065961874
57,0.08021661743891555
58,0.08607100203546911
59,0.08680481258002203
60,0.0863352510669521
61,0.08901113161780862
62,0.08572600798875313
63,0.09765019292603577
64,0.06427904290386945
65,0.07065050783875998
66,0.09061748969260401
67,0.07136160633411573
68,0.06426199863617302
69,0.06618969390097189
70,0.0735283331924613
71,0.07502474487449949
72,0.07457859360090259
73,0.08054662073982315
74,0.09191290108341128
75,0.10048559221998718
76,0.10120753332182676
77,0.1059066395808704
78,0.08948849656882453
79,0.08559092644380624
80,0.08933542602643851
81,0.1025106252043037
82,0.09229305183106846
83,0.122566114425223
84,0.11840408989311535
85,0.11255779626686073
86,0.12181957197483873
87,0.13501066543822732
88,0.14394831091230692
89,0.11034453635651574
90,0.13518903547943265
91,0.194260762901406
92,0.1862470852891242
93,0.16255133408600028
94,0.14598393998224896
95,0.14894998506085375
96,0.16418525029118733
97,0.14558391102428533
98,0.12149199168579333
99,0.14214883819204494
100,0.135073380169134
101,0.11629539572176091
102,0.12619495855221066
103,0.14451644191286603
104,0.12850514542829938
105,0.11658367112037202
106,0.09565822202370496
107,0.0937970202664122
108,0.1123092771555546
109,0.1397250909458334
110,0.1254006510536098
111,0.12529062254729476
112,0.10781034961515466
113,0.10552628374273969
114,0.11489726645562566
115,0.12712968725491156
116,0.10632835379229068
117,0.14207675910702403
118,0.13496347500988937
119,0.11942079543812205
120,0.12284822909774323
121,0.11121671398721858
122,0.1237329334652013
123,0.12356548808162443
124,0.12617232879810605
125,0.13753121635611276
126,0.13101045933383418
127,0.12606694118604983
128,0.13658642554587133
129,0.1187914688079843
130,0.118820054155224
131,0.14543231919993896
132,0.16775404945294073
133,0.1519465869524552
134,0.12924856669529863
135,0.1122360892870234
136,0.13243659900876667
137,0.11629457441162981
138,0.09135520183823666
139,0.12027330025362877
140,0.12767839193104336
141,0.1527839366560671
142,0.12399011841112771
143,0.11913888605390784
144,0.16949203904641205
145,0.18580245354625385
146,0.14699789382986428
147,0.16045023806515676
148,0.18821683668568837
149,0.18818730686233595
150,0.18314562970840864
151,0.17240001002566355
152,0.16344996120740501
153,0.15648982967850944
154,0.15780499620627625
155,0.15398960864927852
156,0.11294837864314856
157,0.10723774153068819
158,0.16189933610561813
159,0.1827433009043574
160,0.15871828576921884
161,0.13492174700803472
162,0.1656982955275922
163,0.16844370875028683
164,0.15891382348599928
165,0.1477110457096594
166,0.17309328385014636
167,0.15218064878854337
168,0.15602683941223272
169,0.13304974368795866
170,0.1332896788220127
171,0.1374737993570615
172,0.12909167634741348
173,0.1262234616562475
174,0.12350490860975555
175,0.10782554569124117
176,0.11951390272488423
177,0.14061090411825405
178,0.12966116299635586
179,0.1618788008989136
180,0.1784426217057271
181,0.1542358275132386
182,0.1536853566662899
183,0.16590829004978053
184,0.17881373668311135
185,0.17296875738008877
186,0.1896030555862503
187,0.17571375994813865
188,0.14401977377120434
189,0.12626950192806316
190,0.13441193621128428
191,0.13840840463356224
192,0.13846651976084967
193,0.1744453729710707
194,0.1687781887950412
195,0.17220048856759015
196,0.1760269653076439
197,0.18493360242570417
198,0.16705198649119574
199,0.1697946481476152
200,0.19803421718496292
201,0.19745425749909123
202,0.1706316692228686
203,0.17354920990169748
204,0.1836722385618105
205,0.17199874926654138
206,0.15480629992641384
207,0.17994732967935892
208,0.18982508401120518
209,0.20077268946098248
210,0.1765324226331838
211,0.21974354183774333
212,0.21440171989933654
213,0.1899606994632483
214,0.2166599111791602
215,0.20293682870278074
216,0.1878501983502234
217,0.17579265678876946
218,0.1681249178595397
219,0.15540166091572877
220,0.18894600617370916
221,0.1885688127528983
222,0.16416175773412134
223,0.19936527784860272
224,0.1876978260039401
225,0.19357188348762247
226,0.2078352924072525
227,0.1971581376638954
228,0.2013170407867482
229,0.1916569200575286
230,0.19381374877943294
231,0.2257543236289315
232,0.275887173226974
233,0.25616057846437884
234,0.2335217000541259
235,0.24281945363034282
236,0.20228322925402845
237,0.15902660369054467
238,0.1655305216236386
239,0.13951016778489858
240,0.18219291228104953
241,0.19362576836267145
242,0.1795109122928733
243,0.1591222163622105
244,0.19359089923382877
245,0.17642346202357015
246,0.19907909722853362
247,0.21925229506526678
248,0.18722547181909827
249,0.1887817234284276
250,0.18201507601654485
251,0.19762178483944104
252,0.21458826301787912
253,0.21903848078826155
254,0.19368877059232176
255,0.18376058145285049
256,0.21894590728621754
257,0.22462331809043762
258,0.21338328911535445
259,0.22294685241572754
260,0.19446915538124152
261,0.17332787968326255
262,0.18693641602835762
263,0.21070921583638091
264,0.19765180758614528
265,0.18697190104491176
266,0.17939308021657607
267,0.18799747801117342
268,0.16976224316325284
269,0.18337468116715072
270,0.19633298575711083
271,0.23671507170124795
272,0.21807262067620126
273,0.18091893958911665
274,0.18340605911414332
275,0.20372049905450784
276,0.19154492029136896
277,0.20722506358048023
278,0.217007164059019
279,0.20925469617345965
280,0.2646188875957884
281,0.2926216018910464
282,0.28898072372054384
283,0.26144440848174866
284,0.2581529600320914
285,0.2528768101985428
286,0.2385390222548212
287,0.24563904051748256
288,0.2548114464401976
289,0.24063629852082466
290,0.22075162250735822
291,0.2464016827471342
292,0.28882662630502903
293,0.26750845910195126
294,0.2618716261414474
295,0.3099950496578148
296,0.3215980206177699
297,0.2572632449877073
298,0.2914450077972084
299,0.29793639917669346
300,0.2936226183458335
301,0.2742673849692135
302,0.24932673924123436
303,0.23687064728129836
304,0.22940908354618375
305,0.27125727100026154
306,0.263343600572364
307,0.2650284857551211
308,0.29337233343542934
309,0.2905688050513758
310,0.2972467396983848
311,0.28710268283402
312,0.29938114382369463
313,0.3152870939332788
314,0.2776852491647511
315,0.28190978334050015
316,0.2688841637366474
317,0.2618305553544825
318,0.28630414485166394
319,0.24777504643221576
320,0.2718759192460261
321,0.2534427646030624
322,0.26779755581386205
323,0.27208681737746343
324,0.2595220113435998
325,0.2455555848431917
326,0.2639896841683888
327,0.2685839779890052
328,0.3025467517386606
329,0.2812728586663337
330,0.3077087248285501
331,0.2836655564950194
332,0.28321870706546953
333,0.28438297985379474
334,0.294810260255339
335,0.29504432229826827
336,0.28831537791036943
337,0.28283383340131935
338,0.28953374084639355
339,0.27280346038878645
340,0.3369708727721446
341,0.3091172452789605
342,0.25353369519633917
343,0.27557848562457654
344,0.2739628045863697
345,0.26191413428059385
346,0.2702965448170949
347,0.24987909951884882
348,0.2523483943590152
349,0.24898634526826618
350,0.2543109585508534
351,0.24848179142801458
352,0.28335748511652703
353,0.31525526422926575
354,0.29875625293585767
355,0.29201888906679485
356,0.32123084829555537
357,0.3364818435508523
358,0.332868893497441
359,0.3057897776595588
360,0.31764870121791794
361,0.3271108609312037
362,0.3756332043709313
363,0.39036375147290486
364,0.35667044287366034
365,0.353696963902384
366,0.33104420358721426
367,0.31430197155344386
368,0.2970167024453801
369,0.2864029198054974
370,0.28031106435351294
371,0.2612413546280506
372,0.2803729989318053
373,0.33338794513395253
374,0.33320641255868527
375,0.3286659214362288
376,0.3009591217685214
377,0.29129321020552384
378,0.2834594635633035
379,0.30022420248820497
380,0.3051107143895448
381,0.3119093967963432
382,0.31156473135502316
383,0.2908607766960589
384,0.32500126333963036
385,0.3381238917767375
386,0.3213361124352791
387,0.2853322472119127
388,0.3087648172325046
389,0.3075420598147617
390,0.3183738457841275
391,0.3455958055478097
392,0.34091390788348536
393,0.3108294011236191
394,0.3056779008849064
395,0.3109907268898768
396,0.3340448302752959
397,0.2978651823633924
398,0.29123760050107306
399,0.33360003445193903
400,0.2922059247931673
401,0.32875607165418613
402,0.31316768031382824
403,0.27542705765464987
404,0.30218923083799476
405,0.2985071998016461
406,0.32658708594066144
407,0.32814354296737047
408,0.31395607381923685
409,0.37591770102872574
410,0.3447247365821109
411,0.37462487691995267
