This file was gnenerated on 2021-02-06 15:23:58.030063 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0    134.751
   1    210.176
   2    334.763
   3    624.251
   4   1245.57
   5   3084.41
   6   5420.52
   7   6410.46
   8    454.831
   9   1739.24
  10   4735.02
  11   8659.23
  12  12736.2
  13  16615.6
  14  19450.5
  15  17981.7
  16   2371.18
  17   6805.97
  18  10763.2
  19  14728.9
  20  18844.2
  21  21161.7
  22  22137.3
  23  19973.7
  24   2522.8
  25   6664.78
  26  10961.4
  27  15695
  28  18916
  29  21065.3
  30  21928.5
  31  20339
  32   2455.92
  33   6418.99
  34  11446.2
  35  15516.8
  36  18484
  37  20861.8
  38  22236.1
  39  19712.5
  40   2199.53
  41   6179.05
  42  10710.7
  43  14616.6
  44  16610.7
  45  18480.9
  46  19132.3
  47  16242.7
  48   2360.51
  49   5752.8
  50   8180.96
  51   9720.49
  52   9630.62
  53   8345.6
  54   5747.14
  55   4026.99
  56    466.942
  57    803.864
  58    543.634
  59    511.579
  60    730.188
  61    733.715
  62    393.798
  63    300.828
