This file was gnenerated on 2021-02-06 14:55:03.812297 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0  13896.5
   1  17465.4
   2  20447.3
   3  21068.4
   4  19207.5
   5   9448.45
   6   2614.54
   7    929.488
   8  14477.7
   9  18481.6
  10  21073.5
  11  22270.4
  12  23663.7
  13  19002.4
  14   9759.39
  15   2011.59
  16  15639.2
  17  19155.1
  18  21862.1
  19  23366.5
  20  23251.5
  21  21100.3
  22  14971.8
  23   5337.28
  24  17468.3
  25  21131.7
  26  22795
  27  23391.3
  28  22656.7
  29  19436.3
  30  14199.4
  31   6131.42
  32  18692.8
  33  22261.1
  34  22597.2
  35  21442.6
  36  22293.7
  37  19269.1
  38  13269.1
  39   5492.43
  40  11854.6
  41  19576.7
  42  20703.6
  43  20753.7
  44  20877.1
  45  17678.7
  46  13100.1
  47   5245.1
  48   2469.8
  49   8277.14
  50  14116.2
  51  14326.8
  52  15142.4
  53  13661.4
  54  10945.3
  55   4734.93
  56    310.887
  57    612.274
  58   2838.88
  59   5052.73
  60   5291.91
  61   5233.62
  62   4724.55
  63   2712.77
