This file was gnenerated on 2021-02-06 16:32:18.738761 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0  11788.2
   1  15300.3
   2  13454.9
   3  12232
   4  12319.9
   5  11697.6
   6  12274.2
   7  10109.5
   8  11746.3
   9  16069
  10  15491
  11  15412.2
  12  15986.5
  13  15892.2
  14  15059.7
  15  13477.8
  16  11282.4
  17  16643.3
  18  17149.2
  19  17977.7
  20  18746.7
  21  18033.6
  22  17986.6
  23  14644.8
  24  11157.5
  25  17050.8
  26  19419.9
  27  21258.5
  28  20957.5
  29  21144.3
  30  20198.4
  31  16293.9
  32  10415.5
  33  17561.1
  34  20814.6
  35  20884
  36  19723.2
  37  20128.7
  38  20206.9
  39  16288
  40   8971.29
  41  14888.9
  42  16903.8
  43  18286.6
  44  18521.3
  45  17405.7
  46  18141.4
  47  14095.1
  48   6114.78
  49   9641.49
  50  11082.9
  51  11884.1
  52  11003.1
  53  10759.4
  54  11361.9
  55   9257.28
  56   2343.75
  57   3116.03
  58   3673.33
  59   3939.69
  60   3958.32
  61   3651.86
  62   3545.07
  63   3044.04
