This file was gnenerated on 2021-02-06 14:54:55.479246 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0   4022.16
   1   3141.49
   2   1584.17
   3   1046.45
   4    368.622
   5    266.236
   6    143.486
   7     96.5527
   8  17470
   9  17664.7
  10  15428.6
  11  11258.7
  12   6685.78
  13   2867.55
  14    771.057
  15    198.568
  16  21485.9
  17  22829.5
  18  22590.2
  19  20542.9
  20  16168.1
  21  12056.1
  22   6628.45
  23   2273.53
  24  21380.2
  25  23257.5
  26  21892.5
  27  19649.4
  28  15872.3
  29  11709.5
  30   7346.15
  31   2897.82
  32  20454.3
  33  23019.3
  34  21186.3
  35  19661.8
  36  15648.5
  37  11565.9
  38   7097.59
  39   2617.84
  40  14875
  41  18241.2
  42  19153.8
  43  19016.2
  44  15925.2
  45  11455.4
  46   6559.47
  47   2525.82
  48   1954.89
  49   3260.35
  50   4817.48
  51   6350.14
  52   7455.13
  53   6581.67
  54   4786.46
  55   2218.85
  56    225.518
  57    310.918
  58    298.911
  59    295.612
  60    254.179
  61    256.374
  62    228.441
  63    158.783
