This file was gnenerated on 2021-02-06 15:49:57.031720 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0  10415.6
   1  13256.4
   2  13926.3
   3  13228.4
   4  13824.3
   5  14903
   6  16846.3
   7  10468.6
   8  13672.4
   9  16743.2
  10  17462
  11  16358.9
  12  16910
  13  18280.1
  14  18969.4
  15  12515
  16  16921
  17  20916.1
  18  20222.6
  19  19768.1
  20  18688
  21  19904.5
  22  19160.8
  23  13323.9
  24  18395.8
  25  22487.9
  26  22997.5
  27  23150.8
  28  22572.4
  29  21456.9
  30  19497.9
  31  12328.2
  32  18651.6
  33  23971.6
  34  22547.6
  35  24100.5
  36  23291.2
  37  21820.8
  38  18742.4
  39  11971.6
  40  15985.2
  41  20040
  42  19537.3
  43  19482.7
  44  19750.9
  45  19170
  46  17154.5
  47  10208.5
  48   9078.19
  49  12866.3
  50  13782.3
  51  13022.8
  52  11823.2
  53  12010.4
  54  11823
  55   7380.41
  56   1939.3
  57   4120.89
  58   4538.27
  59   4423.2
  60   4056.94
  61   3806.31
  62   4028.46
  63   3163.01
