This file was gnenerated on 2021-02-06 16:23:12.692403 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0     48.7971
   1     49.3468
   2     90.2985
   3     73.8532
   4    109.812
   5    141.78
   6    128.714
   7    165.103
   8    102.214
   9    111.386
  10    212.108
  11    273.219
  12    343.767
  13    380.964
  14    474.582
  15    584.658
  16    270.3
  17    539.929
  18   1044.37
  19   1835.63
  20   2998.92
  21   3974.92
  22   4771.49
  23   4652.42
  24   5466.32
  25  14089.6
  26  23179.3
  27  31726.8
  28  39221.6
  29  44508.2
  30  47643.8
  31  43476.4
  32   5315.03
  33  14402.1
  34  24232.1
  35  34385.2
  36  41314.2
  37  46180
  38  47821.3
  39  42908.1
  40    323.836
  41    621.031
  42   1104.61
  43   2085.68
  44   3332.22
  45   4256.65
  46   4852.38
  47   4559.39
  48     79.3225
  49    120.23
  50    220.718
  51    246.093
  52    339.111
  53    420.851
  54    502.888
  55    462.013
  56     44.0273
  57     89.9607
  58     76.7236
  59    102.18
  60    137.543
  61    199.622
  62    184.967
  63    210.076
