This file was gnenerated on 2021-02-06 15:23:10.067764 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id      edep
   0   2342.41
   1   4057.84
   2   3894.2
   3   4254.58
   4   3935.08
   5   4572.6
   6   4012.85
   7   3481.33
   8   9091.12
   9  12163.6
  10  13058.1
  11  12453
  12  12254.9
  13  13577.8
  14  11498.8
  15   7927.16
  16  15845.3
  17  18762.2
  18  19888.5
  19  18838.7
  20  20105.8
  21  20395.4
  22  17099.8
  23  10505.6
  24  17941.6
  25  22363.3
  26  22685.1
  27  22424.1
  28  23758.8
  29  21656.1
  30  19206.5
  31  12236.1
  32  17450.2
  33  21754.8
  34  21153.5
  35  22294.1
  36  22845.7
  37  19986.5
  38  18809.4
  39  12569.6
  40  15642.8
  41  19373.6
  42  19976.6
  43  20140.5
  44  20175.8
  45  18608.1
  46  17956.3
  47  13414.5
  48  13716.9
  49  16630.9
  50  16796.7
  51  17815.1
  52  17345.2
  53  15771.3
  54  17769.3
  55  13344.5
  56  11550.4
  57  13416.7
  58  13521.4
  59  14534.4
  60  14942.9
  61  14958.2
  62  16852.2
  63   9671.17
