This file was gnenerated on 2021-02-06 15:41:44.374524 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id       edep
   0  11258.6
   1  24437.8
   2  32033.6
   3  29885.8
   4  18265
   5   7338.85
   6   3821.42
   7   1584.99
   8   9698.77
   9  25669.2
  10  39391.2
  11  40480.8
  12  28886.5
  13  12580.6
  14   5473
  15   2358.59
  16   7733.43
  17  22037.6
  18  43158.9
  19  50278.9
  20  40790.7
  21  19501.1
  22   7199.87
  23   2922.29
  24   5276.15
  25  15441.7
  26  41416.6
  27  55157.4
  28  51808.1
  29  28696.7
  30  10034.7
  31   3244.59
  32   3598.3
  33   9855.67
  34  31933.3
  35  58139.3
  36  59681.8
  37  41387.2
  38  13745.2
  39   3911.51
  40   1242.6
  41   4229.98
  42  16762.4
  43  46503
  44  51935.3
  45  43936.9
  46  16813.7
  47   3335.79
  48    549.166
  49   1183.06
  50   4803.52
  51  24089.1
  52  34640.8
  53  33124.6
  54  17468.3
  55   2640.67
  56    176.014
  57    252.131
  58    644.393
  59   5761.36
  60  11631.2
  61  11147.8
  62   8133.99
  63    803.71
