This file was gnenerated on 2021-02-06 15:58:59.920233 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0     54.2582
   1     76.8707
   2     68.2634
   3    113.605
   4    143.375
   5    202.23
   6    202.929
   7    237.102
   8     71.7277
   9    198.848
  10    339.987
  11    407.024
  12    648.254
  13    821.321
  14    910.702
  15   1136.06
  16   1118.95
  17   3318.97
  18   5598.64
  19   8040.01
  20  10132.7
  21  12337.5
  22  14021.3
  23  13224.3
  24   4114.9
  25  10720.1
  26  18936.6
  27  26067.7
  28  32689.1
  29  35867.5
  30  39177.3
  31  35683.4
  32   4379.55
  33  11965
  34  20682.7
  35  27797
  36  33209.2
  37  37145.5
  38  40285.6
  39  35458.3
  40   1337.9
  41   3735.3
  42   6224.81
  43   8613.03
  44  10562.7
  45  12688.3
  46  14127.6
  47  12609.5
  48    176.128
  49    127.29
  50    287.46
  51    443.409
  52    538.282
  53    732.254
  54    914.486
  55   1027.12
  56     71.1708
  57     75.0415
  58     76.0167
  59     86.6809
  60    139.852
  61    152.254
  62    176.31
  63    191.951
