This file was gnenerated on 2021-02-06 14:49:26.696922 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  id        edep
   0    332.268
   1    218.154
   2    212.013
   3    201.495
   4    121.046
   5     99.8611
   6     76.5419
   7     60.8264
   8   1194.31
   9    888.968
  10    707.107
  11    606.09
  12    533.319
  13    248.302
  14    167.976
  15    107.958
  16  12729.8
  17  13471
  18  11984.3
  19  10138.2
  20   7924.33
  21   5864.97
  22   3038.21
  23   1199.22
  24  36458.9
  25  38802.5
  26  37528.8
  27  32694.5
  28  26673.6
  29  18843.8
  30  10874
  31   4018.15
  32  37026.1
  33  40387.3
  34  38830.8
  35  33829.8
  36  26991.2
  37  19006.8
  38  11409.5
  39   4375.31
  40  13164.8
  41  13861.6
  42  12922.8
  43   9935.98
  44   7957.5
  45   5599.72
  46   3029.89
  47   1102.91
  48    856.744
  49    841.577
  50    559.867
  51    602.001
  52    452.652
  53    293.375
  54    200.126
  55     95.4507
  56    194.409
  57    190.57
  58    169.375
  59    131.423
  60    111.242
  61     86.8613
  62     70.0029
  63     43.0578
