bar_id edep
0 3501.232703465278
1 4589.805804281563
2 4382.042604436554
3 4660.230304514405
4 4670.662204588864
5 4465.80610434481
6 4042.7318039566408
7 822.6181008180071
8 8426.337908541658
9 13252.306913073498
10 12939.456813413462
11 13317.463413881645
12 14009.564914491073
13 13614.117014518823
14 12637.383713060764
15 5267.0102056814185
16 12630.13231331024
17 19241.674320159866
18 20152.37622146226
19 21635.44952320191
20 22380.596024070128
21 21011.73772349885
22 21046.55472274522
23 12366.326414042678
24 14323.562915880222
25 21984.795323811704
26 24756.2102269142
27 24876.00742809653
28 25806.91102976686
29 24778.849529272695
30 22751.065626806612
31 17924.8556204226
32 14858.273517179932
33 21761.282825459384
34 24246.26112878495
35 25453.130330573418
36 25883.66723115476
37 25354.695830987694
38 23312.3228289392
39 19432.073623485365
40 14653.408217896105
41 22606.934627802675
42 20727.350726689645
43 22240.54862799433
44 23400.946029535815
45 22634.674029154234
46 21668.89162849078
47 17539.171722234332
48 10834.625714441263
49 20316.978327076802
50 19813.89472616736
51 19188.593124954587
52 20081.24342694341
53 19780.711527260293
54 17716.499624524607
55 14762.940619453613
56 6723.20710921837
57 16694.15132308128
58 17068.71532352122
59 15941.663721680552
60 16401.764922730214
61 15732.00642207671
62 14539.785321020161
63 11305.534816036976
