This file was gnenerated on 2021-02-01 21:39:40.088503 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0    311.123
       1    271.827
       2    191.322
       3    179.639
       4    168.554
       5    112.198
       6     74.6582
       7     72.1028
       8   2114.38
       9   2045.39
      10   2139.87
      11   1422.97
      12   1189.01
      13    698.695
      14    335.66
      15    102.064
      16  18606.6
      17  21223.5
      18  20266.9
      19  17425.8
      20  13779.8
      21  10279.7
      22   6378.19
      23   2415.48
      24  27262.4
      25  29822.2
      26  27719.9
      27  25057.7
      28  20566.8
      29  14962.9
      30   8391.02
      31   3156.42
      32  27456.8
      33  30064.5
      34  27305
      35  24208.5
      36  18725
      37  13726.1
      38   8323.89
      39   2982.21
      40  18990.4
      41  20362.5
      42  18691.6
      43  16935.3
      44  13476.1
      45   9762.71
      46   5908.1
      47   2221.51
      48   2089.28
      49   1913.46
      50   1862.9
      51   1252.09
      52    950.14
      53    435.025
      54    178.643
      55    135.378
      56    279.095
      57    275.259
      58    204.084
      59    186.285
      60    155.292
      61     94.9084
      62     59.5257
      63     39.8611
