This file was gnenerated on 2021-02-01 19:49:48.571244 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0  14801.1
       1  18358.3
       2  20337.1
       3  20055.6
       4  18101.1
       5  14766.2
       6   7776.57
       7   3063.96
       8  17274.6
       9  23506.3
      10  24546.7
      11  25647.9
      12  23653.5
      13  20193.6
      14  12243.1
      15   4555.3
      16  18093.7
      17  26020.1
      18  29178
      19  28691.4
      20  29830.2
      21  26828.6
      22  17920.8
      23   6515.62
      24  14839.3
      25  27524.2
      26  33017.5
      27  34188.8
      28  34560.1
      29  31652
      30  24453.5
      31  10554.6
      32   9595.97
      33  25341.7
      34  32714.3
      35  35139.4
      36  35035.5
      37  33354.4
      38  28579.5
      39  13708.8
      40   4560.22
      41  16712.7
      42  27143.9
      43  28775.1
      44  30410
      45  30296.7
      46  26681.8
      47  14811.8
      48   1352.34
      49   7487.96
      50  17647.6
      51  18605.7
      52  18873.6
      53  19970.1
      54  18047.3
      55  11425.9
      56    380.54
      57   1062.96
      58   5579.87
      59   6090.55
      60   6355.16
      61   6545.17
      62   5890.85
      63   4645.11
