bar_id edep
0 47.56820006041842
1 55.731800079219774
2 89.55650013504707
3 148.24470018530477
4 124.13940019264116
5 153.0618002413734
6 189.31700030227825
7 227.47530029873568
8 141.85130018176463
9 172.9529002443374
10 212.249000285702
11 297.08210039725054
12 610.5466007818357
13 855.7625011563011
14 1040.0455013966025
15 982.6988012923433
16 1133.7825012209655
17 3354.964303676086
18 6369.333906743358
19 8942.598309759487
20 10886.193612472369
21 12155.685514637667
22 12934.625516172187
23 12560.771015626722
24 4386.776104545226
25 11433.696612120804
26 19571.616921462042
27 27517.77783071116
28 33696.00983933401
29 39005.38584642014
30 40070.00664879597
31 37546.74614632085
32 4376.218304645911
33 11565.332312358036
34 19696.884721475657
35 27605.98183053317
36 33122.54433850661
37 37298.19584485923
38 39416.55974868805
39 37165.532046604785
40 1167.8814013663705
41 3159.2382034853576
42 5547.111106331768
43 7585.1947090970925
44 9848.647911620033
45 11013.180213352667
46 12528.032215385549
47 11461.208114631927
48 124.46150013537586
49 143.42090018602775
50 311.42590038066595
51 437.78780054607574
52 608.6727007530106
53 673.9229009064645
54 817.6334011401344
55 872.8288012238884
56 42.70890005236008
57 61.080200085676545
58 115.37640013697163
59 107.8500001447493
60 112.7062001670733
61 222.23780028713168
62 216.99080035314768
63 257.13010038694426
