This file was gnenerated on 2021-02-01 19:39:47.889690 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0    586.302
       1    413.303
       2    470.782
       3    330.496
       4    205.116
       5    214.056
       6    119.294
       7     80.4999
       8   7026.63
       9   7777.58
      10   6446.47
      11   5308.02
      12   5500.86
      13   2966.11
      14   1739.05
      15    583.953
      16  21209.3
      17  22221
      18  20716
      19  17611.6
      20  15045.2
      21  10892.9
      22   6741.92
      23   2624.74
      24  22009.9
      25  24233.7
      26  22534.5
      27  18913.2
      28  15168.7
      29  10625.2
      30   6812.34
      31   2589.26
      32  21946.5
      33  22813
      34  22053.5
      35  18200.2
      36  15475.4
      37  11027.3
      38   6647.4
      39   2414.52
      40  20919.9
      41  22707.7
      42  20612.2
      43  18261
      44  14966.9
      45  10796
      46   6796.61
      47   2441.99
      48   6994.88
      49   7656.28
      50   6704.64
      51   6073.71
      52   4390.3
      53   2897.04
      54   1761.02
      55    816.323
      56    445.793
      57    630.517
      58    534.472
      59    392.282
      60    225.353
      61    124.464
      62    110.624
      63    108.03
