This file was gnenerated on 2021-02-01 20:49:37.103676 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   9366.38
       1  12608.5
       2  12904.5
       3  13218.3
       4  13090.7
       5  14092.9
       6  16008.9
       7  10620.3
       8  11754.9
       9  15446.2
      10  16456.4
      11  16535.7
      12  15106.6
      13  16070.5
      14  16960.9
      15  11206
      16  13791.4
      17  16930.8
      18  18350
      19  19688.9
      20  17954.4
      21  16937.9
      22  17068.5
      23  11262.3
      24  16135.4
      25  20147
      26  20275.2
      27  21596
      28  20451.5
      29  17908.9
      30  16963.9
      31  11669
      32  15792.2
      33  20100.7
      34  20742.2
      35  21169.9
      36  21949.9
      37  20603.5
      38  17066
      39  10393.9
      40  14541.5
      41  17202.6
      42  18064.9
      43  17788.1
      44  17408.2
      45  16672.2
      46  15204.6
      47   9559.24
      48  10519.1
      49  11516.2
      50  11131.8
      51  11513.8
      52  11387.1
      53  11039.5
      54  10752.7
      55   6830.42
      56   3290.32
      57   4348.86
      58   3729.3
      59   4384.9
      60   3979.45
      61   3941.21
      62   3738.87
      63   2587.25
